timestamp,label,z_val_m,real_w_cm,real_h_cm,TL_X,TL_Y,TR_X,TR_Y,BL_X,BL_Y,BR_X,BR_Y
19:39:12.979,baseball bat,0.5133,9.9,17.46,0.1932,-0.0268,0.2922,-0.0268,0.1932,0.1478,0.2922,0.1478
19:39:13.315,person,0.7731,63.3,57.0,-0.2779,-0.2873,0.3551,-0.2873,-0.2779,0.2827,0.3551,0.2827
19:39:13.315,baseball bat,0.5326,10.27,18.17,0.201,-0.0272,0.3037,-0.0272,0.201,0.1544,0.3037,0.1544
19:39:13.644,person,0.7915,65.05,58.43,-0.287,-0.2949,0.3635,-0.2949,-0.287,0.2894,0.3635,0.2894
19:39:13.972,person,0.7825,64.31,57.61,-0.2829,-0.2899,0.3602,-0.2899,-0.2829,0.2861,0.3602,0.2861
19:39:14.304,person,0.7831,63.96,57.81,-0.2831,-0.2918,0.3564,-0.2918,-0.2831,0.2863,0.3564,0.2863
19:39:14.304,baseball bat,0.5058,9.75,17.15,0.1904,-0.0259,0.2879,-0.0259,0.1904,0.1456,0.2879,0.1456
19:39:14.305,person,0.4698,19.09,34.59,-0.3086,-0.1741,-0.1178,-0.1741,-0.3086,0.1718,-0.1178,0.1718
19:39:14.638,person,0.7933,64.05,58.56,-0.2868,-0.2956,0.3537,-0.2956,-0.2868,0.2901,0.3537,0.2901
19:39:14.639,baseball bat,0.5118,10.61,18.41,0.1894,-0.0288,0.2955,-0.0288,0.1894,0.1553,0.2955,0.1553
