frame,label,condition,raw_depth,agent_z,target_z,x_diff,z_diff,dist_ground
55,cell phone,30cm,7.2145,6.887,7.215,0.399,0.328,0.5165
55,cell phone,30cm,6.1071,6.887,6.107,1.236,0.78,1.4615
55,cell phone,30cm,6.5513,5.809,6.551,0.98,0.742,1.2292
55,cell phone,30cm,7.2145,5.809,7.215,0.677,1.406,1.5605
55,cell phone,30cm,6.1071,5.809,6.107,0.958,0.298,1.0033
56,cell phone,30cm,5.1994,5.218,5.199,3.828,0.019,3.828
56,cell phone,30cm,5.1994,4.887,5.199,1.291,0.312,1.3282
56,cell phone,30cm,5.1994,6.517,5.199,1.067,1.318,1.6958
57,cell phone,30cm,5.2864,4.819,5.286,1.286,0.467,1.3682
57,cell phone,30cm,5.2864,5.271,5.286,3.863,0.015,3.863
57,cell phone,30cm,5.2864,6.552,5.286,1.084,1.266,1.6667
58,cell phone,30cm,5.3737,4.878,5.374,1.264,0.496,1.3578
58,cell phone,30cm,5.3737,5.27,5.374,3.828,0.104,3.8294
59,cell phone,30cm,5.5116,4.849,5.512,1.295,0.663,1.4549
59,cell phone,30cm,5.5116,5.305,5.512,3.862,0.207,3.8675
59,cell phone,30cm,5.5116,6.561,5.512,1.081,1.049,1.5063
60,cell phone,30cm,7.0458,7.566,7.046,1.722,0.52,1.7988
60,cell phone,30cm,8.4605,7.566,8.46,1.07,0.894,1.3943
60,cell phone,30cm,7.0458,4.824,7.046,3.966,2.222,4.546
60,cell phone,30cm,8.4605,4.824,8.46,1.174,3.636,3.8208
61,cell phone,30cm,5.5241,4.758,5.524,0.994,0.766,1.2549
61,cell phone,30cm,5.5241,5.38,5.524,1.548,0.144,1.5547
61,cell phone,30cm,5.5241,5.63,5.524,2.653,0.106,2.6551
61,cell phone,30cm,5.5241,4.688,5.524,1.555,0.836,1.7655
61,remote,30cm,7.4212,4.758,7.421,2.406,2.663,3.5889
61,laptop,30cm,1.1333,4.758,1.133,0.034,3.625,3.6252
61,remote,30cm,7.4212,5.38,7.421,1.852,2.041,2.756
61,remote,30cm,7.4212,5.63,7.421,0.747,1.791,1.9405
61,remote,30cm,7.4212,4.688,7.421,1.845,2.733,3.2975
61,laptop,30cm,1.1333,5.38,1.133,0.588,4.247,4.2875
61,laptop,30cm,1.1333,5.63,1.133,1.693,4.497,4.8051
61,laptop,30cm,1.1333,4.688,1.133,0.595,3.555,3.6044
62,cell phone,30cm,5.2818,4.596,5.282,0.98,0.686,1.1962
62,cell phone,30cm,5.2818,5.194,5.282,1.532,0.088,1.5345
62,cell phone,30cm,5.2818,5.86,5.282,3.273,0.578,3.3236
62,cell phone,30cm,5.2818,4.639,5.282,1.521,0.643,1.6513
62,remote,30cm,7.5049,4.596,7.505,2.413,2.909,3.7795
62,bottle,30cm,7.5052,4.596,7.505,2.413,2.909,3.7795
62,remote,30cm,7.5049,5.194,7.505,1.861,2.311,2.9672
62,remote,30cm,7.5049,5.86,7.505,0.12,1.645,1.6494
62,remote,30cm,7.5049,4.639,7.505,1.872,2.866,3.4232
62,bottle,30cm,7.5052,5.194,7.505,1.861,2.311,2.9672
62,bottle,30cm,7.5052,5.86,7.505,0.12,1.645,1.6494
62,bottle,30cm,7.5052,4.639,7.505,1.872,2.866,3.4232
63,cell phone,30cm,5.5139,4.656,5.514,1.016,0.858,1.3298
63,remote,30cm,7.6581,4.656,7.658,2.441,3.002,3.8692
63,laptop,30cm,1.1365,4.656,1.137,0.062,3.519,3.5195
63,cell phone,30cm,5.5139,5.234,5.514,1.605,0.28,1.6292
63,cell phone,30cm,5.5139,4.908,5.514,3.165,0.606,3.2225
63,cell phone,30cm,5.5139,4.66,5.514,1.559,0.854,1.7776
63,cell phone,30cm,5.5139,5.925,5.514,3.514,0.411,3.538
63,remote,30cm,7.6581,5.234,7.658,1.852,2.424,3.0505
63,remote,30cm,7.6581,4.908,7.658,0.292,2.75,2.7655
63,remote,30cm,7.6581,4.66,7.658,1.898,2.998,3.5483
63,remote,30cm,7.6581,5.925,7.658,0.057,1.733,1.7339
63,laptop,30cm,1.1365,5.234,1.137,0.651,4.097,4.1484
63,laptop,30cm,1.1365,4.908,1.137,2.211,3.771,4.3714
63,laptop,30cm,1.1365,4.66,1.137,0.605,3.523,3.5746
63,laptop,30cm,1.1365,5.925,1.137,2.56,4.788,5.4294
64,cell phone,30cm,5.6233,4.696,5.623,1.039,0.927,1.3924
64,cell phone,30cm,5.6233,5.338,5.623,1.582,0.285,1.6075
64,cell phone,30cm,5.6233,5.112,5.623,3.095,0.511,3.1369
64,cell phone,30cm,5.6233,4.662,5.623,1.577,0.961,1.8467
64,cell phone,30cm,5.6233,5.978,5.623,3.929,0.355,3.945
64,remote,30cm,7.4999,4.696,7.5,2.421,2.804,3.7045
64,laptop,30cm,1.1329,4.696,1.133,0.065,3.563,3.5636
64,remote,30cm,7.4999,5.338,7.5,1.878,2.162,2.8638
64,remote,30cm,7.4999,5.112,7.5,0.365,2.388,2.4157
64,remote,30cm,7.4999,4.662,7.5,1.883,2.838,3.4059
64,remote,30cm,7.4999,5.978,7.5,0.469,1.522,1.5926
64,laptop,30cm,1.1329,5.338,1.133,0.608,4.205,4.2487
64,laptop,30cm,1.1329,5.112,1.133,2.121,3.979,4.509
64,laptop,30cm,1.1329,4.662,1.133,0.603,3.529,3.5801
64,laptop,30cm,1.1329,5.978,1.133,2.955,4.845,5.675
65,cell phone,30cm,5.2756,4.525,5.276,0.977,0.751,1.2323
65,cell phone,30cm,5.2756,5.122,5.276,1.48,0.154,1.488
65,cell phone,30cm,5.2756,5.555,5.276,3.472,0.279,3.4832
65,remote,30cm,7.2106,4.525,7.211,2.415,2.686,3.612
65,remote,30cm,7.2106,5.122,7.211,1.912,2.089,2.8319
65,remote,30cm,7.2106,5.555,7.211,0.08,1.656,1.6579
66,remote,30cm,4.2739,3.489,4.274,2.01,0.785,2.1579
66,remote,30cm,4.2739,1.349,4.274,2.069,2.925,3.5828
66,remote,30cm,4.2739,4.664,4.274,0.292,0.39,0.4872
66,remote,30cm,4.2739,4.669,4.274,1.443,0.395,1.4961
66,remote,30cm,4.2739,5.097,4.274,0.297,0.823,0.875
66,cell phone,30cm,0.727,3.489,0.727,0.302,2.762,2.7785
66,cell phone,30cm,0.727,1.349,0.727,0.361,0.622,0.7192
66,cell phone,30cm,0.727,4.664,0.727,1.416,3.937,4.1839
66,cell phone,30cm,0.727,4.669,0.727,0.265,3.942,3.9509
66,cell phone,30cm,0.727,5.097,0.727,1.411,4.37,4.5921
67,remote,30cm,3.7579,3.471,3.758,1.847,0.287,1.8692
67,cell phone,30cm,0.8778,3.471,0.878,0.218,2.593,2.6021
67,remote,30cm,0.8778,3.471,0.878,0.218,2.593,2.6021
67,cell phone,30cm,1.8584,3.471,1.858,1.17,1.613,1.9927
67,remote,30cm,3.7579,3.03,3.758,2.006,0.728,2.134
67,remote,30cm,3.7579,1.041,3.758,1.767,2.717,3.241
67,remote,30cm,3.7579,4.66,3.758,0.004,0.902,0.902
67,remote,30cm,3.7579,4.652,3.758,1.296,0.894,1.5744
67,remote,30cm,3.7579,5.054,3.758,0.318,1.296,1.3344
67,remote,30cm,3.7579,3.609,3.758,1.225,0.149,1.234
67,cell phone,30cm,0.8778,3.03,0.878,0.377,2.152,2.1848
67,cell phone,30cm,0.8778,1.041,0.878,0.138,0.163,0.2136
67,cell phone,30cm,0.8778,4.66,0.878,1.633,3.782,4.1195
67,cell phone,30cm,0.8778,4.652,0.878,0.333,3.774,3.7887
67,cell phone,30cm,0.8778,5.054,0.878,1.947,4.176,4.6076
67,cell phone,30cm,0.8778,3.609,0.878,0.404,2.731,2.7607
67,remote,30cm,0.8778,3.03,0.878,0.377,2.152,2.1848
67,cell phone,30cm,1.8584,3.03,1.858,1.329,1.172,1.772
67,remote,30cm,0.8778,1.041,0.878,0.138,0.163,0.2136
67,remote,30cm,0.8778,4.66,0.878,1.633,3.782,4.1195
67,remote,30cm,0.8778,4.652,0.878,0.333,3.774,3.7887
67,remote,30cm,0.8778,5.054,0.878,1.947,4.176,4.6076
67,remote,30cm,0.8778,3.609,0.878,0.404,2.731,2.7607
67,cell phone,30cm,1.8584,1.041,1.858,1.09,0.817,1.3622
67,cell phone,30cm,1.8584,4.66,1.858,0.681,2.802,2.8836
67,cell phone,30cm,1.8584,4.652,1.858,0.619,2.794,2.8617
67,cell phone,30cm,1.8584,5.054,1.858,0.995,3.196,3.3473
67,cell phone,30cm,1.8584,3.609,1.858,0.548,1.751,1.8347
68,remote,30cm,3.5597,3.482,3.56,1.798,0.078,1.7997
68,remote,30cm,3.5597,4.693,3.56,0.051,1.133,1.1341
68,remote,30cm,3.5597,1.053,3.56,1.725,2.507,3.0431
68,remote,30cm,3.5597,3.662,3.56,1.177,0.102,1.1814
68,remote,30cm,3.5597,4.657,3.56,1.25,1.097,1.6631
68,remote,30cm,3.5597,2.487,3.56,1.96,1.073,2.2345
68,remote,30cm,3.5597,5.106,3.56,0.074,1.546,1.5478
68,cell phone,30cm,0.8763,3.482,0.876,0.222,2.606,2.6154
68,remote,30cm,0.8767,3.482,0.877,0.222,2.605,2.6144
68,cell phone,30cm,0.8763,4.693,0.876,1.525,3.817,4.1104
68,cell phone,30cm,0.8763,1.053,0.876,0.149,0.177,0.2314
68,cell phone,30cm,0.8763,3.662,0.876,0.399,2.786,2.8144
68,cell phone,30cm,0.8763,4.657,0.876,0.326,3.781,3.795
68,cell phone,30cm,0.8763,2.487,0.876,0.384,1.611,1.6561
68,cell phone,30cm,0.8763,5.106,0.876,1.502,4.23,4.4888
68,remote,30cm,0.8767,4.693,0.877,1.525,3.816,4.1094
68,remote,30cm,0.8767,1.053,0.877,0.149,0.176,0.2306
68,remote,30cm,0.8767,3.662,0.877,0.399,2.785,2.8134
68,remote,30cm,0.8767,4.657,0.877,0.326,3.78,3.794
68,remote,30cm,0.8767,2.487,0.877,0.384,1.61,1.6552
68,remote,30cm,0.8767,5.106,0.877,1.502,4.229,4.4878
69,remote,30cm,3.4684,3.461,3.468,1.81,0.007,1.81
69,remote,30cm,3.4684,4.651,3.468,0.014,1.183,1.1831
69,remote,30cm,3.4684,3.71,3.468,1.15,0.242,1.1752
69,remote,30cm,3.4684,4.642,3.468,1.241,1.174,1.7083
69,remote,30cm,3.4684,1.336,3.468,1.865,2.132,2.8326
69,remote,30cm,3.4684,5.137,3.468,0.036,1.669,1.6694
69,remote,30cm,3.4684,1.107,3.468,1.745,2.361,2.9359
69,cell phone,30cm,0.7572,3.461,0.757,0.293,2.704,2.7198
69,bottle,30cm,3.4699,3.461,3.47,1.81,0.009,1.81
69,cell phone,30cm,0.7572,4.651,0.757,1.531,3.894,4.1842
69,cell phone,30cm,0.7572,3.71,0.757,0.367,2.953,2.9757
69,cell phone,30cm,0.7572,4.642,0.757,0.276,3.885,3.8948
69,cell phone,30cm,0.7572,1.336,0.757,0.348,0.579,0.6755
69,cell phone,30cm,0.7572,5.137,0.757,1.481,4.38,4.6236
69,cell phone,30cm,0.7572,1.107,0.757,0.228,0.35,0.4177
69,bottle,30cm,3.4699,4.651,3.47,0.014,1.181,1.1811
69,bottle,30cm,3.4699,3.71,3.47,1.15,0.24,1.1748
69,bottle,30cm,3.4699,4.642,3.47,1.241,1.172,1.7069
69,bottle,30cm,3.4699,1.336,3.47,1.865,2.134,2.8341
69,bottle,30cm,3.4699,5.137,3.47,0.036,1.667,1.6674
69,bottle,30cm,3.4699,1.107,3.47,1.745,2.363,2.9375
70,remote,30cm,10.7123,6.078,10.712,4.781,4.634,6.6582
70,remote,30cm,10.7123,7.529,10.712,6.659,3.183,7.3806
70,remote,30cm,10.7123,9.689,10.712,0.646,1.023,1.2099
70,remote,30cm,10.7123,9.683,10.712,0.902,1.029,1.3684
70,remote,30cm,10.7123,4.885,10.712,3.757,5.827,6.9332
70,remote,30cm,10.7123,8.062,10.712,7.664,2.65,8.1092
70,cell phone,30cm,6.8963,6.078,6.896,1.837,0.818,2.0109
70,cell phone,30cm,9.4109,6.078,9.411,4.12,3.333,5.2994
70,cell phone,30cm,6.8963,7.529,6.896,0.041,0.633,0.6343
70,cell phone,30cm,6.8963,9.689,6.896,7.264,2.793,7.7825
70,cell phone,30cm,6.8963,9.683,6.896,7.52,2.787,8.0198
70,cell phone,30cm,6.8963,4.885,6.896,2.861,2.011,3.4971
70,cell phone,30cm,6.8963,8.062,6.896,1.046,1.166,1.5664
70,cell phone,30cm,9.4109,7.529,9.411,5.998,1.882,6.2863
70,cell phone,30cm,9.4109,9.689,9.411,1.307,0.278,1.3362
70,cell phone,30cm,9.4109,9.683,9.411,1.563,0.272,1.5865
70,cell phone,30cm,9.4109,4.885,9.411,3.096,4.526,5.4836
70,cell phone,30cm,9.4109,8.062,9.411,7.003,1.349,7.1317
71,remote,30cm,4.6452,3.218,4.645,0.633,1.427,1.5611
71,remote,30cm,9.6709,3.218,9.671,5.678,6.453,8.5954
71,cell phone,30cm,4.6426,3.218,4.643,0.631,1.425,1.5585
71,remote,30cm,4.6452,4.862,4.645,2.383,0.217,2.3929
71,remote,30cm,4.6452,4.889,4.645,2.378,0.244,2.3905
71,remote,30cm,4.6452,2.322,4.645,2.044,2.323,3.0942
71,remote,30cm,4.6452,7.441,4.645,6.208,2.796,6.8086
71,remote,30cm,9.6709,4.862,9.671,3.928,4.809,6.2093
71,remote,30cm,9.6709,4.889,9.671,3.933,4.782,6.1916
71,remote,30cm,9.6709,2.322,9.671,4.267,7.349,8.4979
71,remote,30cm,9.6709,7.441,9.671,0.103,2.23,2.2324
71,cell phone,30cm,4.6426,4.862,4.643,2.381,0.219,2.3911
71,cell phone,30cm,4.6426,4.889,4.643,2.376,0.246,2.3887
71,cell phone,30cm,4.6426,2.322,4.643,2.042,2.321,3.0914
71,cell phone,30cm,4.6426,7.441,4.643,6.206,2.798,6.8076
72,remote,30cm,3.9731,3.223,3.973,0.218,0.75,0.781
72,remote,30cm,3.9731,4.847,3.973,2.064,0.874,2.2414
72,remote,30cm,9.6721,3.223,9.672,5.785,6.449,8.6635
72,cell phone,30cm,3.9729,3.223,3.973,0.218,0.75,0.781
72,remote,30cm,9.6721,4.847,9.672,3.939,4.825,6.2287
72,cell phone,30cm,3.9729,4.847,3.973,2.064,0.874,2.2414
73,remote,30cm,4.2437,3.246,4.244,0.352,0.998,1.0583
73,remote,30cm,4.2437,4.859,4.244,2.2,0.615,2.2843
73,remote,30cm,4.2437,4.897,4.244,0.662,0.653,0.9299
73,remote,30cm,4.2437,4.831,4.244,2.195,0.587,2.2721
73,remote,30cm,9.5631,3.246,9.563,5.765,6.317,8.5522
73,remote,30cm,9.5631,4.859,9.563,3.917,4.704,6.1213
73,remote,30cm,9.5631,4.897,9.563,6.779,4.666,8.2296
73,remote,30cm,9.5631,4.831,9.563,3.922,4.732,6.146
74,remote,30cm,9.6471,2.835,9.647,5.546,6.812,8.7842
74,remote,30cm,9.6471,7.399,9.647,0.107,2.248,2.2505
74,remote,30cm,9.6471,4.914,9.647,6.806,4.733,8.2899
74,remote,30cm,9.6471,4.907,9.647,3.935,4.74,6.1605
74,remote,30cm,4.5425,2.835,4.543,0.721,1.708,1.8539
74,cell phone,30cm,4.5411,2.835,4.541,0.721,1.706,1.8521
74,remote,30cm,4.5425,7.399,4.543,6.16,2.856,6.7899
74,remote,30cm,4.5425,4.914,4.543,0.539,0.371,0.6543
74,remote,30cm,4.5425,4.907,4.543,2.332,0.364,2.3602
74,cell phone,30cm,4.5411,7.399,4.541,6.16,2.858,6.7907
74,cell phone,30cm,4.5411,4.914,4.541,0.539,0.373,0.6555
74,cell phone,30cm,4.5411,4.907,4.541,2.332,0.366,2.3605
75,remote,30cm,4.0179,3.279,4.018,0.197,0.739,0.7648
75,remote,30cm,4.0179,4.898,4.018,2.078,0.88,2.2567
75,remote,30cm,4.0179,7.486,4.018,5.936,3.468,6.8748
75,remote,30cm,4.0179,5.818,4.018,1.205,1.8,2.1661
75,remote,30cm,9.6771,3.279,9.677,5.817,6.398,8.6471
75,remote,30cm,9.6771,4.898,9.677,3.936,4.779,6.1912
75,remote,30cm,9.6771,7.486,9.677,0.078,2.191,2.1924
75,remote,30cm,9.6771,5.818,9.677,7.219,3.859,8.1857
76,remote,30cm,3.5202,3.607,3.52,0.225,0.087,0.2412
76,remote,30cm,3.5202,4.803,3.52,1.849,1.283,2.2505
76,remote,30cm,3.5202,2.876,3.52,1.601,0.644,1.7257
76,remote,30cm,3.5202,7.332,3.52,5.663,3.812,6.8265
76,cell phone,30cm,3.521,3.607,3.521,0.226,0.086,0.2418
76,remote,30cm,9.4247,3.607,9.425,5.521,5.818,8.0206
76,cell phone,30cm,3.521,4.803,3.521,1.85,1.282,2.2508
76,cell phone,30cm,3.521,2.876,3.521,1.602,0.645,1.727
76,cell phone,30cm,3.521,7.332,3.521,5.664,3.811,6.8268
76,remote,30cm,9.4247,4.803,9.425,3.897,4.622,6.0456
76,remote,30cm,9.4247,2.876,9.425,4.145,6.549,7.7505
76,remote,30cm,9.4247,7.332,9.425,0.083,2.093,2.0946
77,remote,30cm,3.1073,4.225,3.107,0.822,1.118,1.3877
77,remote,30cm,8.8823,4.225,8.882,4.612,4.657,6.5542
77,cell phone,30cm,3.0822,4.225,3.082,0.811,1.143,1.4015
77,remote,30cm,3.1073,4.707,3.107,1.665,1.6,2.3092
77,remote,30cm,3.1073,3.098,3.107,0.16,0.009,0.1603
77,remote,30cm,8.8823,4.707,8.882,3.769,4.175,5.6246
77,remote,30cm,8.8823,3.098,8.882,5.594,5.784,8.0466
77,cell phone,30cm,3.0822,4.707,3.082,1.654,1.625,2.3187
77,cell phone,30cm,3.0822,3.098,3.082,0.171,0.016,0.1717
78,cell phone,30cm,2.9767,4.209,2.977,0.746,1.232,1.4403
78,remote,30cm,9.1221,4.209,9.122,4.648,4.913,6.7632
78,remote,30cm,2.9756,4.209,2.976,0.745,1.233,1.4406
78,cell phone,30cm,2.9767,4.68,2.977,1.582,1.703,2.3244
78,cell phone,30cm,2.9767,3.044,2.977,0.203,0.067,0.2138
78,cell phone,30cm,2.9767,3.236,2.977,1.428,0.259,1.4513
78,remote,30cm,9.1221,4.68,9.122,3.812,4.442,5.8534
78,remote,30cm,2.9756,4.68,2.976,1.581,1.704,2.3245
78,remote,30cm,9.1221,3.044,9.122,5.597,6.078,8.2625
78,remote,30cm,2.9756,3.044,2.976,0.204,0.068,0.215
78,remote,30cm,9.1221,3.236,9.122,3.966,5.886,7.0975
78,remote,30cm,2.9756,3.236,2.976,1.427,0.26,1.4505
79,remote,30cm,9.1495,4.133,9.149,4.748,5.016,6.9068
79,remote,30cm,9.1495,2.896,9.149,5.515,6.253,8.3376
79,remote,30cm,9.1495,4.654,9.149,3.808,4.495,5.8912
79,remote,30cm,9.1495,2.966,9.149,4.209,6.183,7.4797
79,remote,30cm,3.0204,4.133,3.02,0.671,1.113,1.2996
79,remote,30cm,3.0204,2.896,3.02,0.096,0.124,0.1568
79,remote,30cm,3.0204,4.654,3.02,1.611,1.634,2.2946
79,remote,30cm,3.0204,2.966,3.02,1.21,0.054,1.2112
79,cell phone,30cm,3.0285,4.133,3.029,0.675,1.104,1.294
79,cell phone,30cm,3.0285,2.896,3.029,0.092,0.133,0.1617
79,cell phone,30cm,3.0285,4.654,3.029,1.615,1.625,2.291
79,cell phone,30cm,3.0285,2.966,3.029,1.214,0.063,1.2156
80,cell phone,30cm,7.7926,5.315,7.793,4.261,2.478,4.9292
80,remote,30cm,11.3868,5.315,11.387,4.733,6.072,7.6987
80,remote,30cm,7.7936,5.315,7.794,4.261,2.479,4.9297
80,bottle,30cm,0.8288,5.315,0.829,0.177,4.486,4.4895
80,cell phone,30cm,7.7926,6.837,7.793,2.644,0.956,2.8115
80,cell phone,30cm,7.7926,8.949,7.793,1.151,1.156,1.6313
80,cell phone,30cm,7.7926,11.012,7.793,9.991,3.219,10.4968
80,remote,30cm,11.3868,6.837,11.387,6.35,4.55,7.8118
80,remote,30cm,11.3868,8.949,11.387,10.145,2.438,10.4338
80,remote,30cm,11.3868,11.012,11.387,0.997,0.375,1.0652
80,remote,30cm,7.7936,6.837,7.794,2.644,0.957,2.8119
80,bottle,30cm,0.8288,6.837,0.829,1.794,6.008,6.2701
80,remote,30cm,7.7936,8.949,7.794,1.151,1.155,1.6306
80,bottle,30cm,0.8288,8.949,0.829,5.589,8.12,9.8576
80,remote,30cm,7.7936,11.012,7.794,9.991,3.218,10.4965
80,bottle,30cm,0.8288,11.012,0.829,5.553,10.183,11.5987
81,remote,30cm,7.0238,4.943,7.024,3.921,2.081,4.439
81,cell phone,30cm,7.0228,4.943,7.023,3.92,2.08,4.4377
81,remote,30cm,7.0238,8.67,7.024,1.42,1.646,2.1739
81,remote,30cm,7.0238,6.552,7.024,2.356,0.472,2.4028
81,cell phone,30cm,7.0228,8.67,7.023,1.421,1.647,2.1753
81,cell phone,30cm,7.0228,6.552,7.023,2.355,0.471,2.4016
82,cell phone,30cm,5.7108,4.447,5.711,3.263,1.264,3.4993
82,cell phone,30cm,5.7108,7.445,5.711,1.438,1.734,2.2527
82,cell phone,30cm,5.7108,6.787,5.711,0.618,1.076,1.2408
83,cell phone,30cm,4.674,3.872,4.674,2.803,0.802,2.9155
83,remote,30cm,4.6759,3.872,4.676,2.804,0.804,2.917
83,cell phone,30cm,4.674,6.914,4.674,1.705,2.24,2.8151
83,remote,30cm,4.6759,6.914,4.676,1.704,2.238,2.8129
84,cell phone,30cm,3.9672,3.364,3.967,2.27,0.603,2.3487
84,cell phone,30cm,3.9672,6.246,3.967,1.659,2.279,2.8189
84,cell phone,30cm,3.9672,3.575,3.967,0.597,0.392,0.7142
85,cell phone,30cm,4.1762,3.325,4.176,2.401,0.851,2.5474
85,cell phone,30cm,4.1762,6.157,4.176,1.485,1.981,2.4758
86,remote,30cm,4.2955,3.486,4.295,2.43,0.809,2.5611
86,cell phone,30cm,4.2988,3.486,4.299,2.432,0.813,2.5643
86,remote,30cm,4.2955,4.856,4.295,1.588,0.561,1.6842
86,remote,30cm,4.2955,6.007,4.295,1.336,1.712,2.1716
86,cell phone,30cm,4.2988,4.856,4.299,1.59,0.557,1.6847
86,cell phone,30cm,4.2988,6.007,4.299,1.334,1.708,2.1672
98,chair,30cm,4.9272,6.344,4.927,0.769,1.417,1.6122
