label,distance_label,object_state,target_z,footing_floor,floor_margin
book,2.0,elevated,2.2103,1.8862,-0.324
book,2.0,elevated,2.211,1.8862,-0.3248
book,2.0,elevated,2.2103,1.8862,-0.324
book,2.0,elevated,2.2103,1.8862,-0.324
book,2.0,elevated,2.2103,1.8862,-0.324
book,2.0,elevated,2.2103,1.8862,-0.324
book,2.0,elevated,2.2103,1.8862,-0.324
book,2.0,elevated,2.219,1.8906,-0.3285
book,2.0,elevated,2.219,1.8906,-0.3285
book,2.0,elevated,2.219,1.8906,-0.3285
book,2.0,elevated,2.219,1.8906,-0.3285
book,2.0,elevated,2.219,1.8906,-0.3285
book,2.0,elevated,2.219,1.8906,-0.3285
book,2.0,elevated,2.219,1.8906,-0.3285
book,2.0,elevated,2.219,1.8906,-0.3285
book,2.0,elevated,2.219,1.8906,-0.3285
book,2.0,elevated,2.219,1.8906,-0.3285
book,2.5,elevated,2.7702,2.2689,-0.5014
book,2.5,elevated,2.6687,2.4212,-0.2474
book,2.5,elevated,4.7043,2.9804,-1.7239
book,2.5,elevated,3.0284,2.353,-0.6755
book,2.5,elevated,2.6433,2.1311,-0.5122
book,2.5,elevated,2.6432,2.1306,-0.5126
book,2.5,elevated,2.6431,2.1303,-0.5128
book,2.5,elevated,2.6439,2.1299,-0.514
book,2.5,elevated,2.6429,2.1309,-0.512
book,2.5,elevated,2.6433,2.1303,-0.5131
book,2.5,elevated,2.767,2.221,-0.5459
book,2.5,elevated,2.7658,2.2033,-0.5624
book,2.5,elevated,2.7665,2.2019,-0.5647
book,2.5,elevated,2.7665,2.2019,-0.5647
book,2.5,elevated,2.7665,2.2019,-0.5647
book,2.5,elevated,2.767,2.2019,-0.5651
book,2.5,elevated,2.7658,2.2033,-0.5624
book,2.5,elevated,2.7675,2.2405,-0.527
book,2.5,elevated,2.7665,2.2019,-0.5647
book,2.5,elevated,2.7665,2.2019,-0.5647
book,2.5,elevated,2.7752,2.2021,-0.573
book,2.5,elevated,2.7752,2.2021,-0.573
book,2.5,elevated,2.7758,2.2207,-0.5551
book,2.5,elevated,2.7752,2.2021,-0.573
book,2.5,elevated,2.7752,2.2021,-0.573
book,2.5,elevated,2.7752,2.2021,-0.573
book,2.5,elevated,2.7752,2.2021,-0.573
book,2.5,elevated,2.7752,2.2021,-0.573
book,2.5,elevated,2.7752,2.2021,-0.573
book,2.5,elevated,2.7752,2.2021,-0.573
book,2.5,elevated,2.7675,2.1962,-0.5713
book,2.5,elevated,2.7675,2.1962,-0.5713
book,2.5,elevated,2.7667,2.1968,-0.5699
book,2.5,elevated,2.7667,2.1968,-0.5699
book,2.5,elevated,2.7667,2.1968,-0.5699
book,2.5,elevated,2.7675,2.1962,-0.5713
book,2.5,elevated,2.7667,2.1968,-0.5699
book,2.5,elevated,2.7667,2.1968,-0.5699
book,2.5,elevated,2.7667,2.1968,-0.5699
book,2.5,elevated,2.7667,2.1968,-0.5699
book,2.5,elevated,2.7533,2.1954,-0.5578
book,2.5,elevated,2.7541,2.1949,-0.5592
book,2.5,elevated,2.7533,2.1954,-0.5578
book,2.5,elevated,2.7533,2.1954,-0.5578
book,2.5,elevated,2.7533,2.1954,-0.5578
book,2.5,elevated,2.7533,2.1954,-0.5578
book,2.5,elevated,2.7533,2.1954,-0.5578
book,2.5,elevated,2.7527,2.1754,-0.5773
book,2.5,elevated,2.7246,2.156,-0.5686
book,2.5,elevated,2.7252,2.1759,-0.5493
book,2.5,elevated,2.7252,2.1759,-0.5493
book,2.5,elevated,2.7269,2.2131,-0.5138
book,2.5,elevated,2.7271,2.213,-0.5141
book,2.5,elevated,2.7252,2.1759,-0.5493
book,2.5,elevated,2.7252,2.1759,-0.5493
book,2.5,elevated,2.7259,2.1753,-0.5506
book,2.5,elevated,2.7252,2.1759,-0.5493
book,2.5,elevated,2.7252,2.1759,-0.5493
book,2.5,elevated,2.6911,2.1486,-0.5426
book,2.5,elevated,2.692,2.1479,-0.5441
book,2.5,elevated,2.6912,2.1485,-0.5427
book,2.5,elevated,2.6911,2.1486,-0.5426
book,2.5,elevated,2.6911,2.1486,-0.5426
book,2.5,elevated,2.6911,2.1486,-0.5426
book,2.5,elevated,2.6701,2.1414,-0.5287
book,2.5,elevated,2.6701,2.1414,-0.5287
book,2.5,elevated,2.6701,2.1412,-0.5289
book,2.5,elevated,2.6701,2.1412,-0.5289
book,2.5,elevated,2.6469,2.1212,-0.5256
book,2.5,elevated,2.6464,2.102,-0.5444
book,2.5,elevated,2.6469,2.1212,-0.5256
book,2.5,elevated,2.6464,2.102,-0.5444
book,2.5,elevated,2.6469,2.1208,-0.5261
book,2.5,elevated,2.6469,2.1212,-0.5256
book,2.5,elevated,2.6464,2.102,-0.5444
book,2.5,elevated,2.6718,2.142,-0.5298
book,2.5,elevated,2.6718,2.142,-0.5298
book,2.5,elevated,2.6718,2.142,-0.5298
book,2.5,elevated,2.6718,2.142,-0.5298
book,2.5,elevated,2.6718,2.142,-0.5298
book,2.5,elevated,2.6718,2.142,-0.5298
book,2.5,elevated,2.6718,2.142,-0.5298
book,2.5,elevated,2.6718,2.142,-0.5298
book,2.5,elevated,2.6718,2.142,-0.5298
book,2.5,elevated,2.6718,2.142,-0.5298
book,2.5,elevated,2.6686,2.1386,-0.53
book,2.5,elevated,2.6686,2.1386,-0.53
book,2.5,elevated,2.6686,2.1386,-0.53
book,2.5,elevated,2.6686,2.1386,-0.53
book,2.5,elevated,2.6686,2.1386,-0.53
book,2.5,elevated,2.6686,2.1386,-0.53
book,2.5,elevated,2.6686,2.1386,-0.53
book,2.5,elevated,2.6686,2.1386,-0.53
book,2.5,elevated,2.6686,2.1386,-0.53
book,2.5,elevated,2.6686,2.1386,-0.53
book,2.5,elevated,2.6661,2.135,-0.5312
book,2.5,elevated,2.6661,2.135,-0.5312
book,2.5,elevated,2.6661,2.135,-0.5312
book,2.5,elevated,2.6661,2.135,-0.5312
book,2.5,elevated,2.6661,2.135,-0.5312
book,2.5,elevated,2.6661,2.135,-0.5312
book,2.5,elevated,2.6661,2.135,-0.5312
book,2.5,elevated,2.6661,2.135,-0.5312
book,2.5,elevated,2.6661,2.135,-0.5312
book,2.5,elevated,2.7613,2.1998,-0.5615
book,2.5,elevated,2.7618,2.2001,-0.5617
book,2.5,elevated,2.7617,2.2003,-0.5613
book,2.5,elevated,2.7617,2.2003,-0.5613
book,2.5,elevated,2.8512,2.2239,-0.6273
book,2.5,elevated,2.852,2.2239,-0.6282
book,2.5,elevated,2.8512,2.2239,-0.6274
book,2.5,elevated,2.8512,2.2239,-0.6274
book,2.5,elevated,2.8512,2.2239,-0.6274
book,2.5,elevated,2.852,2.2239,-0.6282
book,2.5,elevated,2.852,2.2239,-0.6282
book,2.5,elevated,2.8512,2.2239,-0.6274
book,2.5,elevated,2.8512,2.2239,-0.6274
book,2.5,elevated,2.8512,2.2239,-0.6274
book,2.5,elevated,2.8305,2.2137,-0.6168
book,2.5,elevated,2.8305,2.2137,-0.6168
book,2.5,elevated,2.8305,2.2137,-0.6168
book,2.5,elevated,2.8305,2.2137,-0.6168
book,2.5,elevated,2.8305,2.2137,-0.6168
book,2.5,elevated,2.8305,2.2137,-0.6168
book,2.5,elevated,2.8305,2.2137,-0.6168
book,2.5,elevated,2.8315,2.2137,-0.6177
book,2.5,elevated,2.8305,2.2137,-0.6168
book,2.5,elevated,2.8305,2.2137,-0.6168
book,2.5,elevated,2.8103,2.2083,-0.6021
book,2.5,elevated,2.8103,2.2083,-0.6021
book,2.5,elevated,2.8103,2.2083,-0.6021
book,2.5,elevated,2.8103,2.2083,-0.6021
book,2.5,elevated,2.8103,2.2083,-0.6021
book,2.5,elevated,2.8103,2.2083,-0.6021
book,2.5,elevated,2.8103,2.2083,-0.6021
book,2.5,elevated,2.8103,2.2083,-0.6021
book,2.5,elevated,2.8103,2.2083,-0.6021
book,2.5,elevated,2.8103,2.2083,-0.6021
book,2.5,elevated,2.8004,2.2024,-0.598
book,2.5,elevated,2.8004,2.2024,-0.598
book,2.5,elevated,2.8004,2.2024,-0.598
book,2.5,elevated,2.8011,2.2024,-0.5988
book,2.5,elevated,2.8004,2.2024,-0.598
book,2.5,elevated,2.8011,2.2024,-0.5988
book,2.5,elevated,2.8011,2.2024,-0.5988
book,2.5,elevated,2.8004,2.2024,-0.598
book,2.5,elevated,2.8004,2.2024,-0.598
book,2.5,elevated,2.8011,2.2024,-0.5988
book,1.0,held_in_hand,1.3327,1.6688,0.3361
book,1.0,held_in_hand,1.3333,1.6736,0.3403
book,1.0,held_in_hand,1.3439,1.3328,-0.0111
book,1.0,held_in_hand,1.3344,1.3449,0.0105
book,1.0,held_in_hand,1.333,1.6432,0.3102
book,1.0,held_in_hand,1.3322,1.663,0.3308
book,1.0,held_in_hand,1.3323,1.6638,0.3315
book,1.0,held_in_hand,1.3604,1.5174,0.157
book,1.0,held_in_hand,1.3948,1.3586,-0.0363
book,1.0,held_in_hand,1.3945,1.3591,-0.0355
book,1.0,held_in_hand,1.3955,1.3597,-0.0358
book,1.0,held_in_hand,1.3958,1.3605,-0.0353
book,1.0,held_in_hand,1.3953,1.3622,-0.0331
book,1.0,held_in_hand,1.347,1.5292,0.1823
book,1.0,held_in_hand,1.3449,1.5271,0.1822
book,1.0,held_in_hand,1.3438,1.5247,0.1809
book,1.0,held_in_hand,1.3434,1.5262,0.1828
book,1.0,held_in_hand,1.3432,1.5298,0.1866
book,1.0,held_in_hand,1.3423,1.531,0.1887
book,1.0,held_in_hand,1.3419,1.5311,0.1893
book,1.0,held_in_hand,1.3411,1.5324,0.1913
book,1.0,held_in_hand,1.3131,1.4589,0.1458
book,1.0,held_in_hand,1.3134,1.4592,0.1458
book,1.0,held_in_hand,1.3137,1.4591,0.1454
book,1.0,held_in_hand,1.3134,1.3031,-0.0102
book,1.0,held_in_hand,1.3134,1.3031,-0.0102
book,1.0,held_in_hand,1.3119,1.4594,0.1475
book,1.0,held_in_hand,1.3118,1.46,0.1482
book,1.0,held_in_hand,1.3118,1.46,0.1482
book,1.0,held_in_hand,1.3118,1.4606,0.1489
book,1.0,held_in_hand,1.3119,1.4873,0.1753
book,1.0,held_in_hand,1.3114,1.4856,0.1742
book,1.0,held_in_hand,1.3109,1.4831,0.1722
book,1.0,held_in_hand,1.3175,1.512,0.1944
book,1.0,held_in_hand,1.3163,1.5122,0.196
book,1.0,held_in_hand,1.3162,1.5099,0.1937
book,1.0,held_in_hand,1.317,1.5116,0.1946
book,1.0,held_in_hand,1.3162,1.5099,0.1937
book,1.0,held_in_hand,1.3119,1.5109,0.199
book,1.0,held_in_hand,1.3121,1.5109,0.1989
book,1.0,held_in_hand,1.3081,1.5037,0.1955
book,1.0,held_in_hand,1.3482,1.3133,-0.0349
book,1.0,held_in_hand,1.342,1.4891,0.1471
book,1.0,held_in_hand,1.3693,1.3472,-0.022
book,1.0,held_in_hand,1.3671,1.3405,-0.0266
book,1.0,held_in_hand,1.3689,1.3496,-0.0194
book,1.0,held_in_hand,1.3702,1.3515,-0.0186
book,1.0,held_in_hand,1.3422,1.4891,0.1469
book,1.0,held_in_hand,1.3428,1.4891,0.1463
book,1.0,held_in_hand,1.3431,1.4877,0.1446
book,1.0,held_in_hand,1.3433,1.4857,0.1424
book,1.0,held_in_hand,1.3417,1.4889,0.1471
book,1.0,held_in_hand,1.325,1.5119,0.1869
book,1.0,held_in_hand,1.3251,1.5118,0.1867
book,1.0,held_in_hand,1.3254,1.5121,0.1867
book,1.0,held_in_hand,1.3251,1.512,0.1869
book,1.0,held_in_hand,1.3255,1.5122,0.1867
book,1.0,held_in_hand,1.3257,1.5125,0.1869
book,1.0,held_in_hand,1.3242,1.5116,0.1874
book,1.0,held_in_hand,1.3246,1.5116,0.1869
book,1.0,held_in_hand,1.3244,1.5115,0.187
book,1.0,held_in_hand,1.3261,1.5126,0.1865
book,1.0,held_in_hand,1.3812,1.4934,0.1123
book,1.0,held_in_hand,1.3806,1.4929,0.1123
book,1.0,held_in_hand,1.3815,1.4946,0.1131
book,1.0,held_in_hand,1.3813,1.493,0.1117
book,1.0,held_in_hand,1.3822,1.4946,0.1123
book,1.0,held_in_hand,1.3807,1.4924,0.1117
book,1.0,held_in_hand,1.38,1.4918,0.1117
book,1.0,held_in_hand,1.3804,1.492,0.1117
book,1.0,held_in_hand,1.3804,1.492,0.1117
book,1.0,held_in_hand,1.3811,1.494,0.1129
book,1.0,held_in_hand,1.3659,1.5169,0.151
book,1.0,held_in_hand,1.3655,1.5148,0.1493
book,1.0,held_in_hand,1.3658,1.5155,0.1496
book,1.0,held_in_hand,1.3664,1.5181,0.1517
book,1.0,held_in_hand,1.366,1.5176,0.1516
book,1.0,held_in_hand,1.3663,1.5175,0.1512
book,1.0,held_in_hand,1.3672,1.5179,0.1507
book,1.0,held_in_hand,1.366,1.5166,0.1506
book,1.0,held_in_hand,1.3658,1.5169,0.1511
book,1.0,held_in_hand,1.3667,1.5178,0.1511
book,1.0,held_in_hand,1.3603,1.5189,0.1586
book,1.0,held_in_hand,1.3599,1.519,0.1591
book,1.0,held_in_hand,1.3599,1.5181,0.1582
book,1.0,held_in_hand,1.3607,1.5196,0.1589
book,1.0,held_in_hand,1.36,1.518,0.158
book,1.0,held_in_hand,1.3594,1.5184,0.159
book,1.0,held_in_hand,1.3586,1.5181,0.1595
book,1.0,held_in_hand,1.3592,1.5185,0.1593
book,1.0,held_in_hand,1.3611,1.5088,0.1477
book,1.0,held_in_hand,1.3608,1.5079,0.1471
book,1.0,held_in_hand,1.3613,1.508,0.1467
book,1.0,held_in_hand,1.3589,1.5036,0.1447
book,1.0,held_in_hand,1.3628,1.5094,0.1466
book,1.0,held_in_hand,1.365,1.5121,0.1472
book,1.0,held_in_hand,1.3482,1.533,0.1848
book,1.0,held_in_hand,1.3504,1.5391,0.1886
book,1.0,held_in_hand,1.3496,1.5349,0.1852
book,1.0,held_in_hand,1.3513,1.5379,0.1865
book,1.0,held_in_hand,1.352,1.5397,0.1877
book,1.0,held_in_hand,1.3522,1.5408,0.1885
book,1.0,held_in_hand,1.3525,1.5419,0.1894
book,1.0,held_in_hand,1.4069,1.5221,0.1152
book,1.0,held_in_hand,1.4073,1.5208,0.1135
book,1.0,held_in_hand,1.4068,1.5208,0.114
book,1.0,held_in_hand,1.4063,1.5209,0.1146
book,1.0,held_in_hand,1.406,1.5209,0.1149
book,1.0,held_in_hand,1.4068,1.522,0.1152
book,1.0,held_in_hand,1.4068,1.522,0.1152
book,1.0,held_in_hand,1.408,1.524,0.116
book,1.0,held_in_hand,1.4163,1.5371,0.1209
book,1.0,held_in_hand,1.4164,1.537,0.1206
book,1.0,held_in_hand,1.4168,1.5369,0.1201
book,1.0,held_in_hand,1.4176,1.5367,0.1191
book,1.0,held_in_hand,1.4176,1.5367,0.1191
book,1.0,held_in_hand,1.4174,1.5367,0.1193
book,1.0,held_in_hand,1.4177,1.5381,0.1204
book,1.0,held_in_hand,1.4179,1.5392,0.1213
book,1.0,held_in_hand,1.4179,1.5381,0.1202
book,1.0,held_in_hand,1.4167,1.5368,0.1201
book,1.0,held_in_hand,1.4164,1.5497,0.1333
book,1.0,held_in_hand,1.4171,1.5476,0.1305
book,1.0,held_in_hand,1.4167,1.5476,0.1308
book,1.0,held_in_hand,1.4161,1.5455,0.1294
book,1.0,held_in_hand,1.4094,1.5511,0.1417
book,1.0,held_in_hand,1.4095,1.5487,0.1392
book,1.0,held_in_hand,1.409,1.5463,0.1373
book,1.0,held_in_hand,1.4091,1.5514,0.1423
book,1.0,held_in_hand,1.4091,1.5513,0.1422
book,1.0,held_in_hand,1.409,1.5541,0.1451
book,1.0,held_in_hand,1.409,1.5541,0.1451
book,1.0,held_in_hand,1.4087,1.5541,0.1454
book,1.0,held_in_hand,1.4087,1.5541,0.1454
book,1.0,held_in_hand,1.4091,1.5578,0.1488
book,1.0,held_in_hand,1.4187,1.5598,0.1411
book,1.0,held_in_hand,1.4186,1.5572,0.1386
book,1.0,held_in_hand,1.4185,1.5599,0.1414
book,1.0,held_in_hand,1.4183,1.555,0.1367
book,1.0,held_in_hand,1.4183,1.555,0.1367
book,1.0,held_in_hand,1.4183,1.555,0.1367
book,1.0,held_in_hand,1.4183,1.555,0.1367
book,1.0,held_in_hand,1.4181,1.5528,0.1347
book,1.0,held_in_hand,1.4175,1.5478,0.1303
book,1.5,held_in_hand,2.1283,2.0793,-0.049
book,1.5,held_in_hand,2.1155,2.0581,-0.0574
book,1.5,held_in_hand,2.1992,2.1095,-0.0897
book,1.5,held_in_hand,2.1278,2.0683,-0.0595
book,1.5,held_in_hand,2.1192,2.0598,-0.0594
book,1.5,held_in_hand,2.1201,2.0598,-0.0602
book,1.5,held_in_hand,2.2018,2.111,-0.0908
book,1.5,held_in_hand,2.2007,2.111,-0.0897
book,1.5,held_in_hand,1.9057,2.0027,0.097
book,1.5,held_in_hand,1.9071,2.0044,0.0973
book,1.5,held_in_hand,1.9071,2.0046,0.0975
book,1.5,held_in_hand,1.9068,2.0043,0.0975
book,1.5,held_in_hand,1.9073,2.0049,0.0976
book,1.5,held_in_hand,1.9409,1.8818,-0.0591
book,1.5,held_in_hand,1.9411,1.8818,-0.0594
book,1.5,held_in_hand,1.9078,2.0051,0.0974
book,1.5,held_in_hand,1.913,2.0065,0.0935
book,1.5,held_in_hand,1.9136,2.0042,0.0907
book,1.5,held_in_hand,1.8938,2.0867,0.1929
book,1.5,held_in_hand,1.8951,2.0901,0.1949
book,1.5,held_in_hand,1.8938,2.0868,0.193
book,1.5,held_in_hand,1.8947,2.088,0.1933
book,1.5,held_in_hand,1.8951,2.0878,0.1927
book,1.5,held_in_hand,1.8952,2.0875,0.1923
book,1.5,held_in_hand,1.8956,2.086,0.1904
book,1.5,held_in_hand,1.8962,2.0886,0.1924
book,1.5,held_in_hand,1.8972,2.088,0.1909
book,1.5,held_in_hand,1.8968,2.088,0.1912
book,1.5,held_in_hand,1.8942,2.0924,0.1982
book,1.5,held_in_hand,1.895,2.0932,0.1983
book,1.5,held_in_hand,1.8954,2.0925,0.1971
book,1.5,held_in_hand,1.8954,2.0921,0.1967
book,1.5,held_in_hand,1.8955,2.0927,0.1972
book,1.5,held_in_hand,1.8948,2.0932,0.1984
book,1.5,held_in_hand,1.8962,2.0902,0.194
book,1.5,held_in_hand,1.8962,2.0884,0.1922
book,1.5,held_in_hand,1.8957,2.0927,0.197
book,1.5,held_in_hand,1.8953,2.0936,0.1982
book,1.5,held_in_hand,1.8657,2.078,0.2124
book,1.5,held_in_hand,1.8653,2.0786,0.2133
book,1.5,held_in_hand,1.8658,2.0747,0.2089
book,1.5,held_in_hand,1.8629,2.0701,0.2072
book,1.5,held_in_hand,1.8634,2.077,0.2135
book,1.5,held_in_hand,1.8618,2.0655,0.2037
book,1.5,held_in_hand,1.863,2.0741,0.2111
book,1.5,held_in_hand,1.8645,2.0824,0.2179
book,1.5,held_in_hand,1.8658,2.077,0.2112
book,1.5,held_in_hand,1.8649,2.0797,0.2147
book,1.5,held_in_hand,1.8725,2.0706,0.1981
book,1.5,held_in_hand,1.8702,2.0667,0.1965
book,1.5,held_in_hand,1.8679,2.0587,0.1908
book,1.5,held_in_hand,1.8684,2.0605,0.1922
book,1.5,held_in_hand,1.868,2.0584,0.1904
book,1.5,held_in_hand,1.868,2.0584,0.1904
book,1.5,held_in_hand,1.8693,2.0636,0.1942
book,1.5,held_in_hand,1.8698,2.0651,0.1953
book,1.5,held_in_hand,1.8707,2.0701,0.1993
book,1.5,held_in_hand,1.8693,2.0636,0.1942
book,1.5,held_in_hand,1.8752,2.0496,0.1744
book,1.5,held_in_hand,1.8744,2.049,0.1746
book,1.5,held_in_hand,1.8749,2.0472,0.1723
book,1.5,held_in_hand,1.8749,2.0472,0.1723
book,1.5,held_in_hand,1.8772,2.0487,0.1715
book,1.5,held_in_hand,1.9015,1.8632,-0.0384
book,1.5,held_in_hand,1.8974,1.8566,-0.0408
book,1.5,held_in_hand,1.8999,1.8652,-0.0347
book,1.5,held_in_hand,1.8953,1.8547,-0.0406
book,1.5,held_in_hand,1.8955,1.8548,-0.0407
book,1.5,held_in_hand,1.8995,1.8613,-0.0382
book,1.5,held_in_hand,1.8802,2.0487,0.1685
book,1.5,held_in_hand,1.8796,2.0467,0.1671
book,1.5,held_in_hand,1.8807,2.0486,0.1679
book,1.5,held_in_hand,1.8815,2.0504,0.1688
book,1.5,held_in_hand,1.8813,2.0506,0.1694
book,1.5,held_in_hand,1.881,2.0499,0.1689
book,1.5,held_in_hand,1.8787,2.0436,0.1649
book,1.5,held_in_hand,1.8787,2.0459,0.1672
book,1.5,held_in_hand,1.8786,2.0422,0.1636
book,1.5,held_in_hand,1.8611,2.0291,0.168
book,1.5,held_in_hand,1.8584,2.023,0.1646
book,1.5,held_in_hand,1.8583,2.0221,0.1637
book,1.5,held_in_hand,1.8583,2.0221,0.1637
book,1.5,held_in_hand,1.8604,2.0242,0.1638
book,1.5,held_in_hand,1.8599,2.022,0.1621
book,1.5,held_in_hand,1.8594,2.0221,0.1627
book,1.5,held_in_hand,1.8615,2.0262,0.1647
book,1.5,held_in_hand,1.8629,2.0277,0.1649
book,1.5,held_in_hand,1.863,2.0283,0.1653
book,1.5,held_in_hand,1.8429,2.0886,0.2458
book,1.5,held_in_hand,1.8287,2.0806,0.2519
book,1.5,held_in_hand,1.8276,2.0789,0.2513
book,1.5,held_in_hand,1.87,1.8249,-0.045
book,1.5,held_in_hand,1.8707,1.8252,-0.0455
book,1.5,held_in_hand,1.8277,2.0799,0.2522
book,1.5,held_in_hand,1.8288,2.0814,0.2526
book,1.5,held_in_hand,1.8305,2.0868,0.2563
book,1.5,held_in_hand,1.8288,2.0814,0.2526
book,1.5,held_in_hand,1.8302,2.0811,0.2508
book,1.5,held_in_hand,1.8887,2.0126,0.1239
book,1.5,held_in_hand,1.8864,2.0102,0.1238
book,1.5,held_in_hand,1.8878,2.0144,0.1266
book,1.5,held_in_hand,1.8872,2.0127,0.1255
book,1.5,held_in_hand,1.8869,2.0116,0.1247
book,1.5,held_in_hand,1.8864,2.0103,0.1239
book,1.5,held_in_hand,1.8872,2.0127,0.1255
book,1.5,held_in_hand,1.8889,2.0153,0.1264
book,1.5,held_in_hand,1.8866,2.0115,0.1249
book,1.5,held_in_hand,1.8869,2.0116,0.1247
book,1.5,held_in_hand,1.8909,2.0001,0.1092
book,1.5,held_in_hand,1.8904,1.9999,0.1095
book,1.5,held_in_hand,1.8893,1.9977,0.1084
book,1.5,held_in_hand,1.8937,2.0065,0.1128
book,1.5,held_in_hand,1.8941,2.0075,0.1135
book,1.5,held_in_hand,1.8941,2.0075,0.1135
book,1.5,held_in_hand,1.8904,2.0009,0.1105
book,1.5,held_in_hand,1.8948,2.0089,0.1141
book,1.5,held_in_hand,1.8943,2.0081,0.1138
book,1.5,held_in_hand,1.8938,2.0076,0.1138
book,1.5,held_in_hand,1.9018,2.0098,0.108
book,1.5,held_in_hand,1.9076,2.0217,0.1141
book,1.5,held_in_hand,1.9076,2.0217,0.1141
book,1.5,held_in_hand,1.9088,2.0225,0.1137
book,1.5,held_in_hand,1.9073,2.0218,0.1145
book,1.5,held_in_hand,1.9076,2.0217,0.1141
book,1.5,held_in_hand,1.9073,2.0211,0.1138
book,1.5,held_in_hand,1.9089,2.0232,0.1143
book,1.5,held_in_hand,1.9095,2.0213,0.1119
book,1.5,held_in_hand,1.9089,2.0238,0.115
book,1.5,held_in_hand,1.8922,2.011,0.1188
book,1.5,held_in_hand,1.8885,2.0035,0.115
book,1.5,held_in_hand,1.8956,1.9968,0.1012
book,1.5,held_in_hand,1.8929,2.0108,0.1179
book,1.5,held_in_hand,1.8934,2.0093,0.1159
book,1.5,held_in_hand,1.8928,2.0113,0.1185
book,1.5,held_in_hand,1.8935,2.0087,0.1152
book,1.5,held_in_hand,1.8913,2.011,0.1198
book,1.5,held_in_hand,1.8912,2.0113,0.1201
book,1.5,held_in_hand,1.8916,2.012,0.1204
book,1.5,held_in_hand,1.8894,2.0165,0.1271
book,1.5,held_in_hand,1.8892,2.0168,0.1277
book,1.5,held_in_hand,1.8894,2.0165,0.1271
book,1.5,held_in_hand,1.8911,2.0171,0.126
book,1.5,held_in_hand,1.8906,2.0183,0.1277
book,1.5,held_in_hand,1.8897,2.0171,0.1274
book,1.5,held_in_hand,1.8912,2.0148,0.1237
book,1.5,held_in_hand,1.8895,2.0181,0.1285
book,1.5,held_in_hand,1.8887,2.0171,0.1283
book,1.5,held_in_hand,1.8891,2.0171,0.128
book,1.5,held_in_hand,1.9096,2.0308,0.1212
book,1.5,held_in_hand,1.9407,1.8836,-0.0571
book,2.0,held_in_hand,2.8534,2.6821,-0.1712
book,2.0,held_in_hand,2.7159,2.7262,0.0103
book,2.0,held_in_hand,2.6535,2.7051,0.0516
book,2.0,held_in_hand,2.4563,2.6983,0.242
book,2.0,held_in_hand,2.484,2.7564,0.2725
book,2.0,held_in_hand,2.5646,2.7235,0.1589
book,2.0,held_in_hand,2.7744,2.8558,0.0814
book,2.0,held_in_hand,2.7211,2.8461,0.125
book,2.0,held_in_hand,2.7235,2.8953,0.1718
book,2.0,held_in_hand,2.7225,2.8904,0.1679
book,2.0,held_in_hand,2.7218,2.8758,0.1539
book,2.0,held_in_hand,2.7202,2.8463,0.1261
book,2.0,held_in_hand,2.3857,2.536,0.1503
book,2.0,held_in_hand,2.3865,2.5586,0.1721
book,2.0,held_in_hand,2.3874,2.5487,0.1613
book,2.0,held_in_hand,2.3878,2.5559,0.1682
book,2.0,held_in_hand,2.3862,2.5655,0.1793
book,2.0,held_in_hand,2.3865,2.5705,0.184
book,2.0,held_in_hand,2.3865,2.5705,0.184
book,2.0,held_in_hand,2.4985,2.7558,0.2573
book,2.0,held_in_hand,2.4983,2.7488,0.2505
book,2.0,held_in_hand,2.4995,2.7632,0.2637
book,2.0,held_in_hand,2.4988,2.7555,0.2567
book,2.0,held_in_hand,2.5003,2.7707,0.2704
book,2.0,held_in_hand,2.4988,2.7555,0.2567
book,2.0,held_in_hand,2.4956,2.7216,0.226
book,2.0,held_in_hand,2.4984,2.7201,0.2217
book,2.0,held_in_hand,2.4984,2.7201,0.2217
book,2.0,held_in_hand,2.4956,2.7216,0.226
book,2.0,held_in_hand,2.5143,2.6983,0.184
book,2.0,held_in_hand,2.5166,2.697,0.1804
book,2.0,held_in_hand,2.5168,2.6968,0.18
book,2.0,held_in_hand,2.5203,2.7505,0.2301
book,2.0,held_in_hand,2.5179,2.7093,0.1913
book,2.0,held_in_hand,2.5201,2.7506,0.2305
book,2.0,held_in_hand,2.5152,2.6857,0.1705
book,2.0,held_in_hand,2.5133,2.6651,0.1518
book,2.0,held_in_hand,2.5142,2.6751,0.1609
book,2.0,held_in_hand,2.5157,2.6974,0.1817
book,2.0,held_in_hand,2.5124,2.7028,0.1904
book,2.0,held_in_hand,2.5131,2.7029,0.1898
book,2.0,held_in_hand,2.5116,2.6778,0.1663
book,2.0,held_in_hand,2.5134,2.6881,0.1747
book,2.0,held_in_hand,2.5109,2.6559,0.1451
book,2.0,held_in_hand,2.5116,2.6778,0.1663
book,2.0,held_in_hand,2.5124,2.6886,0.1762
book,2.0,held_in_hand,2.5271,2.6832,0.1561
book,2.0,held_in_hand,2.5278,2.693,0.1652
book,2.0,held_in_hand,2.5297,2.7217,0.192
book,2.0,held_in_hand,2.555,2.4954,-0.0596
book,2.0,held_in_hand,2.5134,2.7109,0.1976
book,2.0,held_in_hand,2.52,2.8074,0.2874
book,2.0,held_in_hand,2.5322,2.7728,0.2406
book,2.0,held_in_hand,2.5257,2.6763,0.1505
book,2.0,held_in_hand,2.525,2.6308,0.1058
book,2.0,held_in_hand,2.5254,2.688,0.1626
