frame,label,condition,raw_depth,agent_z,target_z,x_diff,z_diff,dist_ground
37,cell phone,30cm,7.5857,7.648,7.586,0.447,0.062,0.4513
37,cell phone,30cm,8.1186,7.648,8.119,1.048,0.471,1.149
37,cell phone,30cm,7.5857,4.735,7.586,0.434,2.851,2.8838
37,cell phone,30cm,8.1186,4.735,8.119,1.061,3.384,3.5464
38,cell phone,30cm,7.5266,7.59,7.527,0.443,0.063,0.4475
38,cell phone,30cm,7.5266,4.766,7.527,0.446,2.761,2.7968
39,cell phone,30cm,7.3978,7.295,7.398,0.51,0.103,0.5203
39,cell phone,30cm,7.3978,4.897,7.398,0.491,2.501,2.5487
39,cell phone,30cm,7.9942,7.295,7.994,1.078,0.699,1.2848
39,cell phone,30cm,7.9942,4.897,7.994,1.097,3.097,3.2855
40,cell phone,30cm,7.593,4.412,7.593,0.942,3.181,3.3175
40,cell phone,30cm,7.593,6.887,7.593,1.967,0.706,2.0899
40,cell phone,30cm,7.593,8.659,7.593,3.154,1.066,3.3293
40,cell phone,30cm,7.593,7.002,7.593,0.032,0.591,0.5919
40,cell phone,30cm,7.593,4.411,7.593,1.035,3.182,3.3461
40,cell phone,30cm,7.2112,4.412,7.211,0.904,2.799,2.9414
40,cell phone,30cm,7.2112,6.887,7.211,1.929,0.324,1.956
40,cell phone,30cm,7.2112,8.659,7.211,3.116,1.448,3.436
40,cell phone,30cm,7.2112,7.002,7.211,0.006,0.209,0.2091
40,cell phone,30cm,7.2112,4.411,7.211,0.997,2.8,2.9722
41,cell phone,30cm,7.4786,4.402,7.479,0.925,3.077,3.213
41,cell phone,30cm,7.4786,7.167,7.479,0.961,0.312,1.0104
41,cell phone,30cm,7.4786,4.417,7.479,0.925,3.062,3.1987
42,cell phone,30cm,7.5778,4.404,7.578,0.948,3.174,3.3125
42,cell phone,30cm,7.5778,7.123,7.578,0.988,0.455,1.0877
42,cell phone,30cm,7.5778,4.333,7.578,0.986,3.245,3.3915
42,cell phone,30cm,7.1798,4.404,7.18,0.901,2.776,2.9186
42,cell phone,30cm,7.1798,7.123,7.18,0.941,0.057,0.9427
42,cell phone,30cm,7.1798,4.333,7.18,0.939,2.847,2.9979
43,cell phone,30cm,7.5076,4.413,7.508,0.923,3.095,3.2297
43,cell phone,30cm,7.5076,4.466,7.508,0.939,3.042,3.1836
43,cell phone,30cm,7.5076,7.066,7.508,0.978,0.442,1.0732
44,cell phone,30cm,7.4582,4.412,7.458,0.922,3.046,3.1825
44,cell phone,30cm,7.4582,7.15,7.458,0.965,0.308,1.013
44,cell phone,30cm,7.4582,4.464,7.458,0.938,2.994,3.1375
44,cell phone,30cm,8.1046,4.412,8.105,1.676,3.693,4.0555
44,cell phone,30cm,8.1046,7.15,8.105,1.633,0.955,1.8917
44,cell phone,30cm,8.1046,4.464,8.105,1.66,3.641,4.0016
45,cell phone,30cm,7.2181,4.413,7.218,0.87,2.805,2.9368
45,cell phone,30cm,7.2181,6.078,7.218,1.549,1.14,1.9233
45,cell phone,30cm,7.2181,8.17,7.218,2.732,0.952,2.8931
46,cell phone,30cm,7.2181,4.413,7.218,0.87,2.805,2.9368
46,cell phone,30cm,7.2181,6.078,7.218,1.549,1.14,1.9233
46,cell phone,30cm,7.2181,8.17,7.218,2.732,0.952,2.8931
47,cell phone,30cm,7.2181,4.413,7.218,0.87,2.805,2.9368
47,cell phone,30cm,7.2181,6.078,7.218,1.549,1.14,1.9233
47,cell phone,30cm,7.2181,8.17,7.218,2.732,0.952,2.8931
48,cell phone,30cm,7.2011,7.06,7.201,0.981,0.141,0.9911
48,cell phone,30cm,7.2011,4.393,7.201,0.873,2.808,2.9406
49,cell phone,30cm,5.7078,4.569,5.708,1.083,1.139,1.5717
49,cell phone,30cm,5.7078,3.651,5.708,2.043,2.057,2.8992
49,cell phone,30cm,5.7078,2.51,5.708,1.786,3.198,3.6629
49,cell phone,30cm,5.7078,4.799,5.708,0.29,0.909,0.9541
50,cell phone,30cm,7.8849,4.346,7.885,1.66,3.539,3.909
50,cell phone,30cm,7.8849,6.582,7.885,2.813,1.303,3.1001
50,cell phone,30cm,7.8849,7.007,7.885,0.43,0.878,0.9776
51,cell phone,30cm,7.8849,4.346,7.885,1.66,3.539,3.909
51,cell phone,30cm,7.8849,6.582,7.885,2.813,1.303,3.1001
51,cell phone,30cm,7.8849,7.007,7.885,0.43,0.878,0.9776
52,cell phone,30cm,7.6876,4.34,7.688,1.611,3.348,3.7154
52,cell phone,30cm,7.6876,6.706,7.688,2.868,0.982,3.0315
52,cell phone,30cm,7.6876,6.946,7.688,0.383,0.742,0.835
52,cell phone,30cm,7.6876,7.157,7.688,1.779,0.531,1.8566
53,cell phone,30cm,7.7734,4.331,7.773,1.641,3.442,3.8132
53,cell phone,30cm,7.7734,6.621,7.773,2.85,1.152,3.074
53,cell phone,30cm,7.7734,8.582,7.773,1.12,0.809,1.3816
53,cell phone,30cm,7.7734,6.873,7.773,0.431,0.9,0.9979
53,cell phone,30cm,7.7734,7.121,7.773,1.789,0.652,1.9041
54,cell phone,30cm,7.7045,4.325,7.705,1.638,3.38,3.756
54,cell phone,30cm,7.7045,8.374,7.705,1.006,0.669,1.2081
54,cell phone,30cm,7.7045,6.752,7.705,2.952,0.953,3.102
55,cell phone,30cm,7.6912,4.324,7.691,1.644,3.367,3.7469
55,cell phone,30cm,7.6912,8.367,7.691,1.007,0.676,1.2129
55,cell phone,30cm,7.6912,6.716,7.691,2.921,0.975,3.0794
55,cell phone,30cm,7.6912,7.137,7.691,1.663,0.554,1.7529
56,cell phone,30cm,7.6912,4.324,7.691,1.644,3.367,3.7469
56,cell phone,30cm,7.6912,8.367,7.691,1.007,0.676,1.2129
56,cell phone,30cm,7.6912,6.716,7.691,2.921,0.975,3.0794
56,cell phone,30cm,7.6912,7.137,7.691,1.663,0.554,1.7529
57,cell phone,30cm,7.6912,4.324,7.691,1.644,3.367,3.7469
57,cell phone,30cm,7.6912,8.367,7.691,1.007,0.676,1.2129
57,cell phone,30cm,7.6912,6.716,7.691,2.921,0.975,3.0794
57,cell phone,30cm,7.6912,7.137,7.691,1.663,0.554,1.7529
58,cell phone,30cm,7.6201,4.326,7.62,1.663,3.294,3.69
58,cell phone,30cm,7.6201,8.466,7.62,1.207,0.846,1.474
58,cell phone,30cm,7.6201,6.384,7.62,2.691,1.236,2.9613
58,cell phone,30cm,7.6201,6.718,7.62,0.455,0.902,1.0103
58,cell phone,30cm,7.6201,7.179,7.62,3.158,0.441,3.1886
58,remote,30cm,8.1618,4.326,8.162,2.692,3.836,4.6863
58,remote,30cm,8.1618,8.466,8.162,5.562,0.304,5.5703
58,remote,30cm,8.1618,6.384,8.162,1.664,1.778,2.4352
58,remote,30cm,8.1618,6.718,8.162,3.9,1.444,4.1587
58,remote,30cm,8.1618,7.179,8.162,1.197,0.983,1.5489
59,cell phone,30cm,7.6606,4.33,7.661,1.646,3.331,3.7155
59,cell phone,30cm,7.6606,8.249,7.661,0.977,0.588,1.1403
59,cell phone,30cm,7.6606,6.261,7.661,2.605,1.4,2.9574
59,cell phone,30cm,7.6606,6.731,7.661,0.45,0.93,1.0332
59,remote,30cm,8.2112,4.33,8.211,2.599,3.881,4.6709
59,remote,30cm,8.2112,8.249,8.211,5.222,0.038,5.2221
59,remote,30cm,8.2112,6.261,8.211,1.64,1.95,2.548
59,remote,30cm,8.2112,6.731,8.211,3.795,1.48,4.0734
60,cell phone,30cm,7.6035,4.38,7.604,1.615,3.224,3.6059
60,cell phone,30cm,7.6035,5.194,7.604,2.05,2.41,3.164
60,cell phone,30cm,7.6035,7.6,7.604,0.219,0.004,0.219
60,cell phone,30cm,7.6035,7.157,7.604,1.611,0.447,1.6719
60,cell phone,30cm,7.6035,6.914,7.604,0.365,0.69,0.7806
61,cell phone,30cm,7.598,6.128,7.598,2.527,1.47,2.9235
61,cell phone,30cm,7.598,4.378,7.598,1.626,3.22,3.6073
61,cell phone,30cm,7.598,7.079,7.598,1.721,0.519,1.7976
61,cell phone,30cm,7.598,8.343,7.598,1.046,0.745,1.2842
61,remote,30cm,8.9586,6.128,8.959,2.006,2.831,3.4697
61,remote,30cm,8.9586,4.378,8.959,2.907,4.581,5.4255
61,remote,30cm,8.9586,7.079,8.959,2.812,1.88,3.3826
61,remote,30cm,8.9586,8.343,8.959,5.579,0.616,5.6129
62,cell phone,30cm,7.4711,4.368,7.471,1.63,3.103,3.5051
62,cell phone,30cm,7.4711,6.746,7.471,0.409,0.725,0.8324
62,cell phone,30cm,7.4711,6.931,7.471,1.902,0.54,1.9772
62,remote,30cm,8.9484,4.368,8.948,2.998,4.58,5.474
62,remote,30cm,8.9484,6.746,8.948,4.219,2.202,4.7591
62,remote,30cm,8.9484,6.931,8.948,2.726,2.017,3.3911
63,cell phone,30cm,3.0551,4.239,3.055,1.379,1.184,1.8176
63,remote,30cm,3.0555,4.239,3.055,1.379,1.184,1.8176
64,cell phone,30cm,2.8805,4.221,2.881,1.212,1.34,1.8068
64,cell phone,30cm,2.8805,4.039,2.881,1.93,1.158,2.2507
64,cell phone,30cm,2.8805,4.709,2.881,2.961,1.828,3.4798
64,remote,30cm,5.9887,4.221,5.989,2.494,1.768,3.0571
64,remote,30cm,5.9887,4.039,5.989,1.776,1.95,2.6376
64,remote,30cm,5.9887,4.709,5.989,0.745,1.28,1.481
65,cell phone,30cm,2.9491,4.301,2.949,1.225,1.352,1.8244
65,remote,30cm,6.6485,4.301,6.649,2.694,2.348,3.5736
66,cell phone,30cm,2.8699,4.369,2.87,1.189,1.499,1.9133
66,cell phone,30cm,2.8699,4.662,2.87,2.188,1.792,2.8282
67,cell phone,30cm,2.8699,4.369,2.87,1.189,1.499,1.9133
67,cell phone,30cm,2.8699,4.662,2.87,2.188,1.792,2.8282
68,cell phone,30cm,2.8699,4.369,2.87,1.189,1.499,1.9133
68,cell phone,30cm,2.8699,4.662,2.87,2.188,1.792,2.8282
69,cell phone,30cm,2.8699,4.369,2.87,1.189,1.499,1.9133
69,cell phone,30cm,2.8699,4.662,2.87,2.188,1.792,2.8282
70,cell phone,30cm,8.5003,4.557,8.5,3.344,3.943,5.1701
70,cell phone,30cm,8.5003,0.455,8.5,3.396,8.045,8.7324
71,cell phone,30cm,8.5135,4.568,8.514,3.358,3.946,5.1814
71,cell phone,30cm,8.5135,7.232,8.514,4.994,1.282,5.1559
71,cell phone,30cm,8.5135,8.479,8.514,6.268,0.035,6.2681
72,cell phone,30cm,8.5135,4.568,8.514,3.358,3.946,5.1814
72,cell phone,30cm,8.5135,7.232,8.514,4.994,1.282,5.1559
72,cell phone,30cm,8.5135,8.479,8.514,6.268,0.035,6.2681
73,cell phone,30cm,8.5135,4.568,8.514,3.358,3.946,5.1814
73,cell phone,30cm,8.5135,7.232,8.514,4.994,1.282,5.1559
73,cell phone,30cm,8.5135,8.479,8.514,6.268,0.035,6.2681
74,cell phone,30cm,8.5135,4.568,8.514,3.358,3.946,5.1814
74,cell phone,30cm,8.5135,7.232,8.514,4.994,1.282,5.1559
74,cell phone,30cm,8.5135,8.479,8.514,6.268,0.035,6.2681
75,cell phone,30cm,8.4758,4.554,8.476,3.358,3.922,5.1632
75,cell phone,30cm,8.4758,0.841,8.476,3.485,7.635,8.3928
75,cell phone,30cm,8.4758,7.228,8.476,1.48,1.248,1.936
76,cell phone,30cm,7.7774,4.525,7.777,3.339,3.252,4.6609
76,remote,30cm,7.773,4.525,7.773,3.337,3.248,4.6567
76,cell phone,30cm,7.7774,5.05,7.777,6.202,2.727,6.7751
76,remote,30cm,7.773,5.05,7.773,6.2,2.723,6.7716
77,cell phone,30cm,7.0844,4.613,7.084,3.273,2.471,4.101
77,cell phone,30cm,7.0844,2.154,7.084,4.572,4.93,6.7237
77,cell phone,30cm,7.0844,7.259,7.084,0.7,0.175,0.7215
77,remote,30cm,3.6779,4.613,3.678,1.999,0.935,2.2069
77,remote,30cm,3.6779,2.154,3.678,0.7,1.524,1.6771
77,remote,30cm,3.6779,7.259,3.678,5.972,3.581,6.9634
78,cell phone,30cm,7.0928,4.595,7.093,3.302,2.498,4.1404
78,cell phone,30cm,7.0928,7.206,7.093,0.668,0.113,0.6775
78,cell phone,30cm,7.0928,2.128,7.093,4.582,4.965,6.7562
78,remote,30cm,3.5569,4.595,3.557,1.925,1.038,2.187
78,remote,30cm,3.5569,7.206,3.557,5.895,3.649,6.933
78,remote,30cm,3.5569,2.128,3.557,0.645,1.429,1.5678
79,cell phone,30cm,7.0928,4.595,7.093,3.302,2.498,4.1404
79,cell phone,30cm,7.0928,7.206,7.093,0.668,0.113,0.6775
79,cell phone,30cm,7.0928,2.128,7.093,4.582,4.965,6.7562
79,remote,30cm,3.5569,4.595,3.557,1.925,1.038,2.187
79,remote,30cm,3.5569,7.206,3.557,5.895,3.649,6.933
79,remote,30cm,3.5569,2.128,3.557,0.645,1.429,1.5678
80,cell phone,30cm,9.0038,4.886,9.004,4.154,4.118,5.8492
80,cell phone,30cm,9.0038,10.592,9.004,10.899,1.588,11.0141
80,cell phone,30cm,9.0038,9.577,9.004,1.067,0.573,1.2111
80,remote,30cm,9.97,4.886,9.97,5.613,5.084,7.5732
80,remote,30cm,9.97,10.592,9.97,1.132,0.622,1.2916
80,remote,30cm,9.97,9.577,9.97,10.834,0.393,10.8411
81,cell phone,30cm,8.6416,4.824,8.642,4.122,3.818,5.6185
81,remote,30cm,9.8092,4.824,9.809,5.648,4.985,7.5333
81,cell phone,30cm,8.6416,9.154,8.642,1.011,0.512,1.1333
81,remote,30cm,9.8092,9.154,9.809,10.781,0.655,10.8009
82,cell phone,30cm,6.9989,4.763,6.999,3.899,2.236,4.4947
82,cell phone,30cm,9.8307,4.763,9.831,5.629,5.068,7.5743
82,cell phone,30cm,6.9989,7.549,6.999,0.816,0.55,0.9841
82,cell phone,30cm,6.9989,10.167,6.999,10.448,3.168,10.9177
82,cell phone,30cm,9.8307,7.549,9.831,10.344,2.282,10.5927
82,cell phone,30cm,9.8307,10.167,9.831,0.92,0.336,0.9794
83,cell phone,30cm,7.0709,4.819,7.071,3.944,2.252,4.5417
83,remote,30cm,9.8251,4.819,9.825,5.591,5.006,7.5046
83,cell phone,30cm,7.0709,7.499,7.071,0.74,0.428,0.8549
83,cell phone,30cm,7.0709,10.381,7.071,10.597,3.31,11.1019
83,remote,30cm,9.8251,7.499,9.825,10.275,2.326,10.535
83,remote,30cm,9.8251,10.381,9.825,1.062,0.556,1.1987
84,cell phone,30cm,7.0709,4.819,7.071,3.944,2.252,4.5417
84,remote,30cm,9.8251,4.819,9.825,5.591,5.006,7.5046
84,cell phone,30cm,7.0709,7.499,7.071,0.74,0.428,0.8549
84,cell phone,30cm,7.0709,10.381,7.071,10.597,3.31,11.1019
84,remote,30cm,9.8251,7.499,9.825,10.275,2.326,10.535
84,remote,30cm,9.8251,10.381,9.825,1.062,0.556,1.1987
85,cell phone,30cm,7.1191,4.837,7.119,3.934,2.282,4.548
85,remote,30cm,9.9811,4.837,9.981,5.632,5.144,7.6276
85,cell phone,30cm,7.1191,7.581,7.119,0.77,0.462,0.898
85,cell phone,30cm,7.1191,10.481,7.119,10.634,3.362,11.1528
85,remote,30cm,9.9811,7.581,9.981,10.336,2.4,10.611
85,remote,30cm,9.9811,10.481,9.981,1.068,0.5,1.1792
86,cell phone,30cm,7.1191,4.837,7.119,3.934,2.282,4.548
86,remote,30cm,9.9811,4.837,9.981,5.632,5.144,7.6276
86,cell phone,30cm,7.1191,7.581,7.119,0.77,0.462,0.898
86,cell phone,30cm,7.1191,10.481,7.119,10.634,3.362,11.1528
86,remote,30cm,9.9811,7.581,9.981,10.336,2.4,10.611
86,remote,30cm,9.9811,10.481,9.981,1.068,0.5,1.1792
87,cell phone,30cm,7.0832,4.793,7.083,3.968,2.29,4.5814
87,remote,30cm,9.7371,4.793,9.737,5.568,4.944,7.4462
87,cell phone,30cm,7.0832,7.459,7.083,0.719,0.376,0.8114
87,cell phone,30cm,7.0832,10.266,7.083,10.575,3.183,11.0436
87,remote,30cm,9.7371,7.459,9.737,10.255,2.278,10.505
87,remote,30cm,9.7371,10.266,9.737,1.039,0.529,1.1659
