timestamp,label,z_val_m,real_w_cm,real_h_cm,TL_X,TL_Y,TR_X,TR_Y,BL_X,BL_Y,BR_X,BR_Y
19:43:15.377,person,0.7873,59.0,45.8,-0.1574,-0.1685,0.4326,-0.1685,-0.1574,0.2895,0.4326,0.2895
19:43:15.377,cell phone,0.5218,9.84,19.04,-0.1194,-0.0267,-0.021,-0.0267,-0.1194,0.1637,-0.021,0.1637
19:43:15.377,person,0.4294,18.56,31.57,-0.2834,-0.1587,-0.0978,-0.1587,-0.2834,0.157,-0.0978,0.157
19:43:15.711,person,0.7937,50.42,46.0,-0.0492,-0.1682,0.455,-0.1682,-0.0492,0.2919,0.455,0.2919
19:43:15.711,person,0.457,20.32,33.6,-0.3017,-0.1684,-0.0985,-0.1684,-0.3017,0.1676,-0.0985,0.1676
19:43:15.711,cell phone,0.4151,7.4,14.72,-0.0903,-0.0225,-0.0163,-0.0225,-0.0903,0.1247,-0.0163,0.1247
19:43:16.044,cell phone,0.4902,8.74,17.33,-0.1026,-0.0291,-0.0152,-0.0291,-0.1026,0.1442,-0.0152,0.1442
19:43:16.044,person,0.7782,56.06,45.11,-0.1362,-0.1649,0.4244,-0.1649,-0.1362,0.2862,0.4244,0.2862
19:43:16.045,person,0.4289,17.83,31.53,-0.2831,-0.1585,-0.1048,-0.1585,-0.2831,0.1568,-0.1048,0.1568
19:43:16.045,tv,1.4067,20.85,19.54,0.7277,0.1381,0.9362,0.1381,0.7277,0.3335,0.9362,0.3335
19:43:16.385,person,0.7775,54.95,44.98,-0.1304,-0.1639,0.4191,-0.1639,-0.1304,0.2859,0.4191,0.2859
19:43:16.386,cell phone,0.4967,8.75,17.51,-0.1049,-0.0316,-0.0174,-0.0316,-0.1049,0.1435,-0.0174,0.1435
19:43:16.386,person,0.409,16.87,30.03,-0.27,-0.1507,-0.1013,-0.1507,-0.27,0.1496,-0.1013,0.1496
19:43:16.712,cell phone,0.5078,9.0,18.06,-0.1057,-0.0328,-0.0157,-0.0328,-0.1057,0.1478,-0.0157,0.1478
19:43:16.713,person,0.7854,55.6,45.52,-0.1326,-0.1664,0.4234,-0.1664,-0.1326,0.2888,0.4234,0.2888
19:43:16.713,person,0.4174,17.26,30.64,-0.2755,-0.1538,-0.1029,-0.1538,-0.2755,0.1526,-0.1029,0.1526
19:43:17.044,person,0.7744,54.34,44.89,-0.1283,-0.1641,0.4151,-0.1641,-0.1283,0.2848,0.4151,0.2848
19:43:17.044,cell phone,0.5081,9.11,18.02,-0.1052,-0.0328,-0.0141,-0.0328,-0.1052,0.1473,-0.0141,0.1473
19:43:17.045,person,0.4128,17.15,30.3,-0.2724,-0.1521,-0.1009,-0.1521,-0.2724,0.1509,-0.1009,0.1509
19:43:17.381,person,0.7691,55.56,44.5,-0.1338,-0.1622,0.4218,-0.1622,-0.1338,0.2828,0.4218,0.2828
19:43:17.381,cell phone,0.4884,8.6,17.47,-0.1001,-0.0306,-0.0141,-0.0306,-0.1001,0.1441,-0.0141,0.1441
19:43:17.381,person,0.4075,16.89,29.91,-0.269,-0.1501,-0.1,-0.1501,-0.269,0.149,-0.1,0.149
19:43:17.712,person,0.7737,55.81,44.68,-0.137,-0.1623,0.4211,-0.1623,-0.137,0.2845,0.4211,0.2845
19:43:17.713,cell phone,0.4609,8.26,16.25,-0.0945,-0.0288,-0.0119,-0.0288,-0.0945,0.1336,-0.0119,0.1336
19:43:17.713,person,0.4037,16.74,29.63,-0.2664,-0.1487,-0.0991,-0.1487,-0.2664,0.1476,-0.0991,0.1476
19:43:18.054,person,0.7731,55.29,44.73,-0.1321,-0.163,0.4208,-0.163,-0.1321,0.2843,0.4208,0.2843
19:43:18.054,person,0.4043,16.8,29.68,-0.2668,-0.149,-0.0988,-0.149,-0.2668,0.1478,-0.0988,0.1478
19:43:18.055,cell phone,0.5029,8.81,18.04,-0.1026,-0.0309,-0.0145,-0.0309,-0.1026,0.1495,-0.0145,0.1495
19:43:18.377,person,0.7681,54.45,44.52,-0.128,-0.1627,0.4165,-0.1627,-0.128,0.2824,0.4165,0.2824
19:43:18.378,person,0.4086,17.15,30.0,-0.2697,-0.1505,-0.0982,-0.1505,-0.2697,0.1494,-0.0982,0.1494
19:43:18.378,cell phone,0.4879,8.7,17.15,-0.0995,-0.0295,-0.0126,-0.0295,-0.0995,0.142,-0.0126,0.142
19:43:18.713,cell phone,0.4975,8.66,17.8,-0.101,-0.0296,-0.0144,-0.0296,-0.101,0.1484,-0.0144,0.1484
19:43:18.714,person,0.7709,55.45,44.68,-0.1373,-0.1633,0.4172,-0.1633,-0.1373,0.2835,0.4172,0.2835
19:43:18.714,person,0.4068,17.03,29.86,-0.2685,-0.1499,-0.0982,-0.1499,-0.2685,0.1487,-0.0982,0.1487
19:43:19.044,cell phone,0.4888,8.56,17.49,-0.0992,-0.0291,-0.0136,-0.0291,-0.0992,0.1458,-0.0136,0.1458
19:43:19.044,person,0.7743,55.37,44.96,-0.1331,-0.1649,0.4206,-0.1649,-0.1331,0.2847,0.4206,0.2847
19:43:19.045,person,0.4132,17.17,30.34,-0.2728,-0.1523,-0.101,-0.1523,-0.2728,0.1511,-0.101,0.1511
19:43:19.045,handbag,0.444,7.27,11.28,0.151,0.0528,0.2237,0.0528,0.151,0.1656,0.2237,0.1656
19:43:19.378,person,0.4051,16.84,29.74,-0.2674,-0.1492,-0.099,-0.1492,-0.2674,0.1481,-0.099,0.1481
19:43:19.378,cell phone,0.4938,8.65,17.71,-0.1002,-0.0283,-0.0137,-0.0283,-0.1002,0.1488,-0.0137,0.1488
19:43:19.379,person,0.7642,54.41,44.29,-0.129,-0.1619,0.4151,-0.1619,-0.129,0.281,0.4151,0.281
19:43:19.710,cell phone,0.4976,8.72,17.75,-0.1005,-0.0291,-0.0133,-0.0291,-0.1005,0.1484,-0.0133,0.1484
19:43:19.711,person,0.7728,56.15,44.79,-0.136,-0.1637,0.4254,-0.1637,-0.136,0.2842,0.4254,0.2842
19:43:19.711,person,0.4086,17.02,30.0,-0.2697,-0.1505,-0.0995,-0.1505,-0.2697,0.1494,-0.0995,0.1494
19:43:20.054,cell phone,0.4805,8.42,17.34,-0.0965,-0.0276,-0.0124,-0.0276,-0.0965,0.1458,-0.0124,0.1458
19:43:20.054,person,0.7745,55.3,44.89,-0.1299,-0.1641,0.4231,-0.1641,-0.1299,0.2848,0.4231,0.2848
19:43:20.055,person,0.4025,16.64,29.51,-0.2657,-0.1479,-0.0992,-0.1479,-0.2657,0.1472,-0.0992,0.1472
19:43:20.412,person,0.7718,54.95,44.73,-0.1295,-0.1635,0.4201,-0.1635,-0.1295,0.2838,0.4201,0.2838
19:43:20.413,cell phone,0.5188,9.19,18.56,-0.1042,-0.0303,-0.0123,-0.0303,-0.1042,0.1553,-0.0123,0.1553
19:43:20.413,person,0.3953,16.51,29.02,-0.2609,-0.1456,-0.0958,-0.1456,-0.2609,0.1445,-0.0958,0.1445
19:43:20.413,tv,1.4125,20.93,19.92,0.7307,0.1386,0.9401,0.1386,0.7307,0.3378,0.9401,0.3378
19:43:20.747,cell phone,0.4934,8.64,17.5,-0.0976,-0.0288,-0.0112,-0.0288,-0.0976,0.1461,-0.0112,0.1461
19:43:20.747,person,0.7615,53.59,44.06,-0.1238,-0.1606,0.4121,-0.1606,-0.1238,0.28,0.4121,0.28
19:43:20.748,person,0.3982,16.55,29.19,-0.2629,-0.1463,-0.0973,-0.1463,-0.2629,0.1456,-0.0973,0.1456
19:43:21.088,cell phone,0.468,8.34,16.6,-0.094,-0.0273,-0.0106,-0.0273,-0.094,0.1386,-0.0106,0.1386
19:43:21.088,person,0.7517,55.63,43.26,-0.1386,-0.1562,0.4177,-0.1562,-0.1386,0.2764,0.4177,0.2764
19:43:21.088,person,0.4058,16.82,29.79,-0.2679,-0.1495,-0.0996,-0.1495,-0.2679,0.1484,-0.0996,0.1484
19:43:21.088,handbag,0.4195,6.91,10.79,0.1422,0.0486,0.2113,0.0486,0.1422,0.1564,0.2113,0.1564
19:43:21.415,cell phone,0.492,8.67,17.45,-0.0994,-0.0282,-0.0127,-0.0282,-0.0994,0.1462,-0.0127,0.1462
19:43:21.415,person,0.759,56.87,43.91,-0.1391,-0.16,0.4296,-0.16,-0.1391,0.2791,0.4296,0.2791
19:43:21.416,person,0.4112,17.13,30.23,-0.2714,-0.1515,-0.1001,-0.1515,-0.2714,0.1508,-0.1001,0.1508
19:43:21.748,cell phone,0.528,9.36,18.83,-0.1066,-0.0314,-0.013,-0.0314,-0.1066,0.1569,-0.013,0.1569
19:43:21.749,person,0.7509,56.27,43.37,-0.1392,-0.1575,0.4235,-0.1575,-0.1392,0.2761,0.4235,0.2761
19:43:21.749,person,0.4056,17.11,29.78,-0.2677,-0.1494,-0.0966,-0.1494,-0.2677,0.1483,-0.0966,0.1483
19:43:22.080,cell phone,0.4947,8.82,17.59,-0.0999,-0.0294,-0.0117,-0.0294,-0.0999,0.1465,-0.0117,0.1465
19:43:22.080,person,0.4113,17.09,30.15,-0.2714,-0.1511,-0.1005,-0.1511,-0.2714,0.1504,-0.1005,0.1504
19:43:22.081,person,0.7413,54.09,43.04,-0.122,-0.1578,0.4188,-0.1578,-0.122,0.2726,0.4188,0.2726
19:43:22.411,cell phone,0.51,8.99,18.14,-0.1019,-0.0303,-0.0121,-0.0303,-0.1019,0.1511,-0.0121,0.1511
19:43:22.412,person,0.4042,17.09,29.67,-0.2668,-0.1489,-0.0959,-0.1489,-0.2668,0.1478,-0.0959,0.1478
19:43:22.412,person,0.7709,57.52,44.6,-0.1453,-0.1625,0.43,-0.1625,-0.1453,0.2835,0.43,0.2835
19:43:22.412,tv,1.401,20.76,19.9,0.7248,0.136,0.9324,0.136,0.7248,0.3351,0.9324,0.3351
19:43:22.747,cell phone,0.5339,9.41,18.99,-0.1067,-0.0317,-0.0126,-0.0317,-0.1067,0.1581,-0.0126,0.1581
19:43:22.747,person,0.4054,17.35,29.72,-0.2676,-0.1489,-0.094,-0.1489,-0.2676,0.1482,-0.094,0.1482
19:43:22.747,person,0.7703,58.28,44.57,-0.1484,-0.1624,0.4345,-0.1624,-0.1484,0.2833,0.4345,0.2833
19:43:23.080,cell phone,0.5268,9.28,18.68,-0.1053,-0.0308,-0.0125,-0.0308,-0.1053,0.156,-0.0125,0.156
19:43:23.081,person,0.4081,17.43,29.96,-0.2694,-0.1504,-0.0951,-0.1504,-0.2694,0.1492,-0.0951,0.1492
19:43:23.081,person,0.7726,57.33,44.62,-0.144,-0.1621,0.4293,-0.1621,-0.144,0.2841,0.4293,0.2841
19:43:23.413,cell phone,0.5429,9.62,19.31,-0.1085,-0.0317,-0.0123,-0.0317,-0.1085,0.1614,-0.0123,0.1614
19:43:23.413,person,0.404,16.83,29.65,-0.2666,-0.1488,-0.0983,-0.1488,-0.2666,0.1477,-0.0983,0.1477
19:43:23.414,person,0.7571,56.02,43.88,-0.134,-0.1604,0.4262,-0.1604,-0.134,0.2784,0.4262,0.2784
19:43:23.748,cell phone,0.5361,9.44,19.06,-0.1066,-0.0319,-0.0121,-0.0319,-0.1066,0.1588,-0.0121,0.1588
19:43:23.748,person,0.4046,17.15,29.66,-0.2671,-0.1487,-0.0955,-0.1487,-0.2671,0.148,-0.0955,0.148
19:43:23.749,person,0.769,57.07,44.41,-0.1433,-0.1613,0.4273,-0.1613,-0.1433,0.2828,0.4273,0.2828
19:43:24.079,cell phone,0.5587,9.79,19.87,-0.1105,-0.0332,-0.0126,-0.0332,-0.1105,0.1655,-0.0126,0.1655
19:43:24.080,person,0.4017,16.9,29.49,-0.2652,-0.148,-0.0961,-0.148,-0.2652,0.1469,-0.0961,0.1469
19:43:24.080,person,0.7726,57.49,44.7,-0.1456,-0.1629,0.4293,-0.1629,-0.1456,0.2841,0.4293,0.2841
19:43:24.080,tv,1.4052,20.83,19.67,0.727,0.1379,0.9352,0.1379,0.727,0.3346,0.9352,0.3346
19:43:24.411,cell phone,0.5035,8.87,17.96,-0.1001,-0.0299,-0.0114,-0.0299,-0.1001,0.1497,-0.0114,0.1497
19:43:24.411,person,0.4039,17.16,29.69,-0.2666,-0.1492,-0.095,-0.1492,-0.2666,0.1477,-0.095,0.1477
19:43:24.412,person,0.7613,56.34,44.05,-0.1395,-0.1605,0.4238,-0.1605,-0.1395,0.2799,0.4238,0.2799
19:43:24.748,cell phone,0.501,8.88,17.82,-0.0996,-0.0293,-0.0108,-0.0293,-0.0996,0.1489,-0.0108,0.1489
19:43:24.748,person,0.3992,16.67,29.31,-0.2635,-0.1471,-0.0968,-0.1471,-0.2635,0.146,-0.0968,0.146
19:43:24.748,person,0.7592,56.34,43.93,-0.1376,-0.1601,0.4258,-0.1601,-0.1376,0.2792,0.4258,0.2792
19:43:24.749,tv,1.402,20.92,20.21,0.7253,0.1361,0.9345,0.1361,0.7253,0.3382,0.9345,0.3382
19:43:25.081,cell phone,0.5205,9.17,18.51,-0.1029,-0.0309,-0.0112,-0.0309,-0.1029,0.1541,-0.0112,0.1541
19:43:25.081,person,0.397,16.5,29.14,-0.262,-0.1463,-0.097,-0.1463,-0.262,0.1452,-0.097,0.1452
19:43:25.081,person,0.7614,56.1,43.97,-0.1364,-0.1597,0.4247,-0.1597,-0.1364,0.28,0.4247,0.28
19:43:25.412,cell phone,0.4948,8.82,17.55,-0.0963,-0.0289,-0.0081,-0.0289,-0.0963,0.1466,-0.0081,0.1466
19:43:25.413,person,0.4036,16.78,29.63,-0.2664,-0.1487,-0.0987,-0.1487,-0.2664,0.1476,-0.0987,0.1476
19:43:25.413,person,0.7559,55.39,43.73,-0.1346,-0.1594,0.4192,-0.1594,-0.1346,0.278,0.4192,0.278
19:43:25.748,cell phone,0.5392,9.56,19.12,-0.105,-0.0315,-0.0094,-0.0315,-0.105,0.1597,-0.0094,0.1597
19:43:25.748,person,0.4021,16.67,29.52,-0.2654,-0.1481,-0.0987,-0.1481,-0.2654,0.147,-0.0987,0.147
19:43:25.749,person,0.7544,55.67,43.8,-0.1297,-0.1606,0.427,-0.1606,-0.1297,0.2774,0.427,0.2774
19:43:26.079,cell phone,0.5441,9.76,19.29,-0.1059,-0.0324,-0.0084,-0.0324,-0.1059,0.1606,-0.0084,0.1606
19:43:26.079,person,0.3966,16.44,29.11,-0.2617,-0.1461,-0.0973,-0.1461,-0.2617,0.145,-0.0973,0.145
19:43:26.080,person,0.7596,56.21,44.11,-0.1321,-0.1617,0.43,-0.1617,-0.1321,0.2793,0.43,0.2793
19:43:26.413,cell phone,0.5556,10.08,19.76,-0.1082,-0.0336,-0.0074,-0.0336,-0.1082,0.164,-0.0074,0.164
19:43:26.413,person,0.3948,16.37,28.98,-0.2606,-0.1455,-0.0969,-0.1455,-0.2606,0.1444,-0.0969,0.1444
19:43:26.413,person,0.7638,56.92,44.19,-0.1416,-0.161,0.4276,-0.161,-0.1416,0.2809,0.4276,0.2809
19:43:26.747,cell phone,0.5079,9.26,18.06,-0.0989,-0.0307,-0.0062,-0.0307,-0.0989,0.1499,-0.0062,0.1499
19:43:26.748,person,0.3999,16.62,29.36,-0.2639,-0.1473,-0.0977,-0.1473,-0.2639,0.1462,-0.0977,0.1462
19:43:26.748,person,0.7614,55.95,44.05,-0.1332,-0.1605,0.4263,-0.1605,-0.1332,0.28,0.4263,0.28
19:43:26.749,tv,1.4041,20.81,20.09,0.7264,0.1378,0.9345,0.1378,0.7264,0.3387,0.9345,0.3387
19:43:27.079,cell phone,0.5111,9.27,18.12,-0.099,-0.0309,-0.0063,-0.0309,-0.099,0.1503,-0.0063,0.1503
19:43:27.079,person,0.4078,16.87,29.9,-0.2692,-0.1498,-0.1005,-0.1498,-0.2692,0.1491,-0.1005,0.1491
19:43:27.079,person,0.7769,56.45,45.11,-0.1239,-0.1654,0.4406,-0.1654,-0.1239,0.2857,0.4406,0.2857
19:43:27.080,tv,1.3983,20.72,19.86,0.7234,0.1372,0.9306,0.1372,0.7234,0.3359,0.9306,0.3359
19:43:27.414,cell phone,0.5067,9.03,17.97,-0.0976,-0.0312,-0.0073,-0.0312,-0.0976,0.1485,-0.0073,0.1485
19:43:27.414,person,0.401,16.58,29.39,-0.2647,-0.1473,-0.0988,-0.1473,-0.2647,0.1466,-0.0988,0.1466
19:43:27.414,person,0.7756,55.31,45.04,-0.1124,-0.1651,0.4407,-0.1651,-0.1124,0.2852,0.4407,0.2852
19:43:27.747,person,0.7762,49.63,45.07,-0.053,-0.1653,0.4434,-0.1653,-0.053,0.2854,0.4434,0.2854
19:43:27.747,person,0.3991,16.46,29.3,-0.2634,-0.147,-0.0988,-0.147,-0.2634,0.1459,-0.0988,0.1459
19:43:27.747,cell phone,0.5359,9.33,18.78,-0.1015,-0.0335,-0.0082,-0.0335,-0.1015,0.1543,-0.0082,0.1543
19:43:28.088,person,0.3989,16.5,29.24,-0.2633,-0.1466,-0.0983,-0.1466,-0.2633,0.1459,-0.0983,0.1459
