timestamp,label,z_val_m,real_w_cm,real_h_cm,TL_X,TL_Y,TR_X,TR_Y,BL_X,BL_Y,BR_X,BR_Y
19:34:51.000,person,1.0573,57.42,37.6,-0.1828,0.0106,0.3914,0.0106,-0.1828,0.3866,0.3914,0.3866
19:34:51.001,cell phone,0.68,9.23,16.85,-0.1197,-0.0024,-0.0274,-0.0024,-0.1197,0.1662,-0.0274,0.1662
19:34:51.343,cell phone,0.6775,8.0,15.87,-0.1171,0.0082,-0.0371,0.0082,-0.1171,0.1669,-0.0371,0.1669
19:34:51.343,person,1.0646,57.49,37.86,-0.1808,0.0118,0.3941,0.0118,-0.1808,0.3904,0.3941,0.3904
19:34:51.667,cell phone,0.6741,7.75,14.33,-0.104,0.02,-0.0264,0.02,-0.104,0.1633,-0.0264,0.1633
19:34:51.667,person,1.0271,53.44,36.31,-0.1531,0.0124,0.3812,0.0124,-0.1531,0.3755,0.3812,0.3755
19:34:52.001,cell phone,0.6776,7.8,15.18,-0.0989,0.0243,-0.021,0.0243,-0.0989,0.1761,-0.021,0.1761
19:34:52.002,person,1.0412,53.63,36.81,-0.1509,0.0126,0.3854,0.0126,-0.1509,0.3807,0.3854,0.3807
19:34:52.329,person,1.0621,54.27,37.66,-0.1506,0.0117,0.3921,0.0117,-0.1506,0.3884,0.3921,0.3884
19:34:52.330,cell phone,0.7062,7.25,15.67,-0.0928,0.0268,-0.0204,0.0268,-0.0928,0.1835,-0.0204,0.1835
19:34:52.669,cell phone,0.6931,7.83,15.6,-0.0969,0.0242,-0.0186,0.0242,-0.0969,0.1801,-0.0186,0.1801
19:34:52.669,person,1.0467,53.26,37.12,-0.1463,0.0116,0.3864,0.0116,-0.1463,0.3827,0.3864,0.3827
19:34:53.001,cell phone,0.6954,8.0,15.58,-0.0965,0.0228,-0.0165,0.0228,-0.0965,0.1786,-0.0165,0.1786
19:34:53.002,person,1.0586,53.1,37.54,-0.1414,0.0117,0.3896,0.0117,-0.1414,0.3871,0.3896,0.3871
19:34:53.335,cell phone,0.7495,8.86,16.94,-0.1055,0.0238,-0.017,0.0238,-0.1055,0.1932,-0.017,0.1932
19:34:53.336,person,1.0436,52.46,36.9,-0.1394,0.0126,0.3852,0.0126,-0.1394,0.3816,0.3852,0.3816
19:34:53.668,person,1.0459,52.03,36.98,-0.1342,0.0126,0.3861,0.0126,-0.1342,0.3824,0.3861,0.3824
19:34:53.668,cell phone,0.7415,8.91,16.99,-0.1075,0.0251,-0.0183,0.0251,-0.1075,0.195,-0.0183,0.195
19:34:54.002,person,1.035,52.13,36.6,-0.1382,0.0125,0.3831,0.0125,-0.1382,0.3785,0.3831,0.3785
19:34:54.003,cell phone,0.6654,8.07,15.39,-0.0951,0.0205,-0.0144,0.0205,-0.0951,0.1743,-0.0144,0.1743
19:34:54.334,person,1.0346,51.25,36.58,-0.1296,0.0125,0.383,0.0125,-0.1296,0.3783,0.383,0.3783
19:34:54.334,cell phone,0.7099,8.46,16.56,-0.0999,0.0211,-0.0153,0.0211,-0.0999,0.1867,-0.0153,0.1867
19:34:54.668,person,1.0431,51.03,36.67,-0.1252,0.0137,0.3851,0.0137,-0.1252,0.3803,0.3851,0.3803
19:34:54.668,cell phone,0.6866,8.25,15.95,-0.0974,0.0225,-0.0148,0.0225,-0.0974,0.182,-0.0148,0.182
19:34:55.000,cell phone,0.6805,7.83,15.95,-0.0937,0.0223,-0.0154,0.0223,-0.0937,0.1818,-0.0154,0.1818
19:34:55.001,person,1.0396,51.18,36.54,-0.1281,0.0136,0.3838,0.0136,-0.1281,0.3791,0.3838,0.3791
19:34:55.335,person,1.0531,51.95,37.24,-0.1308,0.0127,0.3887,0.0127,-0.1308,0.3851,0.3887,0.3851
19:34:55.336,cell phone,0.6764,8.83,15.85,-0.0952,0.0208,-0.0069,0.0208,-0.0952,0.1793,-0.0069,0.1793
19:34:55.669,person,1.0503,52.47,37.46,-0.137,0.0094,0.3877,0.0094,-0.137,0.384,0.3877,0.384
19:34:55.669,cell phone,0.6585,8.74,15.7,-0.0859,0.0189,0.0015,0.0189,-0.0859,0.1759,0.0015,0.1759
19:34:56.011,person,1.056,51.22,37.55,-0.1224,0.0106,0.3898,0.0106,-0.1224,0.3861,0.3898,0.3861
19:34:56.012,cell phone,0.6514,9.11,15.47,-0.0856,0.0207,0.0055,0.0207,-0.0856,0.1754,0.0055,0.1754
19:34:56.330,person,1.0599,50.75,37.69,-0.1163,0.0106,0.3912,0.0106,-0.1163,0.3875,0.3912,0.3875
19:34:56.330,cell phone,0.6939,9.78,16.69,-0.0883,0.0206,0.0095,0.0206,-0.0883,0.1875,0.0095,0.1875
19:34:56.669,person,1.0491,49.91,37.2,-0.1118,0.0116,0.3873,0.0116,-0.1118,0.3836,0.3873,0.3836
19:34:56.670,cell phone,0.6928,9.62,16.52,-0.0853,0.0206,0.0109,0.0206,-0.0853,0.1858,0.0109,0.1858
19:34:57.004,person,1.0491,50.02,37.31,-0.1129,0.0105,0.3872,0.0105,-0.1129,0.3836,0.3872,0.3836
19:34:57.005,cell phone,0.6556,8.15,15.36,-0.0848,0.0215,-0.0033,0.0215,-0.0848,0.1752,-0.0033,0.1752
19:34:57.005,person,0.373,14.65,24.83,-0.2462,-0.1119,-0.0997,-0.1119,-0.2462,0.1364,-0.0997,0.1364
19:34:57.336,cell phone,0.6204,7.46,14.67,-0.0893,0.021,-0.0147,0.021,-0.0893,0.1677,-0.0147,0.1677
19:34:57.336,person,1.0462,49.66,37.1,-0.1104,0.0116,0.3862,0.0116,-0.1104,0.3826,0.3862,0.3826
19:34:57.669,cell phone,0.6623,8.03,15.59,-0.0987,0.0224,-0.0184,0.0224,-0.0987,0.1783,-0.0184,0.1783
19:34:57.669,person,1.0433,49.74,37.0,-0.1123,0.0126,0.3851,0.0126,-0.1123,0.3826,0.3851,0.3826
19:34:58.002,cell phone,0.6714,8.14,15.8,-0.0994,0.0234,-0.018,0.0234,-0.0994,0.1814,-0.018,0.1814
19:34:58.003,person,1.0486,49.78,37.08,-0.1096,0.0127,0.3882,0.0127,-0.1096,0.3834,0.3882,0.3834
19:34:58.334,cell phone,0.6981,8.39,16.43,-0.1012,0.0236,-0.0173,0.0236,-0.1012,0.1879,-0.0173,0.1879
19:34:58.335,person,1.0601,50.21,37.7,-0.1108,0.0117,0.3913,0.0117,-0.1108,0.3887,0.3913,0.3887
19:34:58.673,person,1.0594,49.74,37.79,-0.1074,0.0095,0.3899,0.0095,-0.1074,0.3874,0.3899,0.3874
19:34:58.673,cell phone,0.7343,8.6,17.13,-0.0958,0.0256,-0.0098,0.0256,-0.0958,0.1969,-0.0098,0.1969
19:34:59.002,person,1.0549,49.85,37.63,-0.1092,0.0095,0.3894,0.0095,-0.1092,0.3857,0.3894,0.3857
19:34:59.003,cell phone,0.6998,8.2,16.25,-0.0898,0.0244,-0.0079,0.0244,-0.0898,0.1869,-0.0079,0.1869
19:34:59.346,person,1.0416,49.12,37.15,-0.1067,0.0093,0.3845,0.0093,-0.1067,0.3809,0.3845,0.3809
19:34:59.346,cell phone,0.6625,7.76,15.39,-0.0843,0.0224,-0.0068,0.0224,-0.0843,0.1763,-0.0068,0.1763
19:34:59.668,person,1.0635,50.26,37.93,-0.11,0.0095,0.3926,0.0095,-0.11,0.3889,0.3926,0.3889
19:34:59.668,cell phone,0.6912,8.17,15.91,-0.0887,0.0241,-0.0071,0.0241,-0.0887,0.1832,-0.0071,0.1832
19:35:00.004,person,1.0564,50.36,37.68,-0.1137,0.0095,0.3899,0.0095,-0.1137,0.3863,0.3899,0.3863
19:35:00.004,cell phone,0.6666,7.88,15.41,-0.0856,0.0233,-0.0068,0.0233,-0.0856,0.1774,-0.0068,0.1774
19:35:00.344,person,1.048,49.53,37.38,-0.1084,0.0094,0.3869,0.0094,-0.1084,0.3832,0.3869,0.3832
19:35:00.345,cell phone,0.6655,8.07,15.46,-0.0868,0.0225,-0.0061,0.0225,-0.0868,0.1771,-0.0061,0.1771
19:35:00.676,person,1.0519,49.6,37.52,-0.1078,0.0094,0.3883,0.0094,-0.1078,0.3846,0.3883,0.3846
19:35:00.676,cell phone,0.6421,7.72,14.85,-0.0831,0.0224,-0.0059,0.0224,-0.0831,0.1709,-0.0059,0.1709
19:35:00.998,person,1.0234,48.37,36.61,-0.1059,0.0092,0.3778,0.0092,-0.1059,0.3753,0.3778,0.3753
19:35:01.337,person,1.0248,49.49,36.66,-0.1156,0.0092,0.3793,0.0092,-0.1156,0.3758,0.3793,0.3758
19:35:01.337,cell phone,0.7107,7.96,16.43,-0.0794,-0.0017,0.0001,-0.0017,-0.0794,0.1626,0.0001,0.1626
19:35:01.680,person,1.0084,50.06,35.97,-0.1284,0.0101,0.3722,0.0101,-0.1284,0.3698,0.3722,0.3698
19:35:01.680,cell phone,0.6464,8.04,15.15,-0.0783,-0.0217,0.0021,-0.0217,-0.0783,0.1298,0.0021,0.1298
19:35:02.001,person,1.0099,51.6,36.02,-0.1422,0.0101,0.3738,0.0101,-0.1422,0.3703,0.3738,0.3703
19:35:02.002,cell phone,0.6815,8.83,16.39,-0.0811,-0.049,0.0072,-0.049,-0.0811,0.1149,0.0072,0.1149
19:35:02.336,person,1.0615,56.77,39.18,-0.1725,-0.0026,0.3951,-0.0026,-0.1725,0.3892,0.3951,0.3892
19:35:02.337,cell phone,0.6782,5.41,10.76,-0.0807,-0.0256,-0.0266,-0.0256,-0.0807,0.082,-0.0266,0.082
19:35:02.670,person,1.0457,58.96,41.31,-0.2014,-0.0307,0.3882,-0.0307,-0.2014,0.3824,0.3882,0.3824
19:35:02.670,cell phone,0.6187,7.76,14.69,-0.0788,-0.0894,-0.0012,-0.0894,-0.0788,0.0575,-0.0012,0.0575
19:35:03.003,cell phone,0.7633,9.41,17.25,-0.0972,-0.1214,-0.003,-0.1214,-0.0972,0.0512,-0.003,0.0512
19:35:03.004,person,1.0401,60.36,43.46,-0.2154,-0.0532,0.3882,-0.0532,-0.2154,0.3814,0.3882,0.3814
19:35:03.337,cell phone,0.766,9.53,17.47,-0.0975,-0.1234,-0.0023,-0.1234,-0.0975,0.0513,-0.0023,0.0513
19:35:03.337,person,1.0204,60.38,42.53,-0.2209,-0.0501,0.383,-0.0501,-0.2209,0.3752,0.383,0.3752
19:35:03.337,person,1.0059,79.76,68.32,-0.664,-0.3154,0.1336,-0.3154,-0.664,0.3678,0.1336,0.3678
19:35:03.678,cell phone,0.801,10.13,18.19,-0.1119,-0.1299,-0.0107,-0.1299,-0.1119,0.052,-0.0107,0.052
19:35:03.678,person,1.0708,86.9,72.72,-0.7056,-0.3357,0.1633,-0.3357,-0.7056,0.3915,0.1633,0.3915
19:35:03.678,person,1.0179,60.77,41.8,-0.2309,-0.0457,0.3768,-0.0457,-0.2309,0.3722,0.3768,0.3722
19:35:03.999,cell phone,0.8268,9.08,18.6,-0.1241,-0.1289,-0.0333,-0.1289,-0.1241,0.0571,-0.0333,0.0571
19:35:03.999,person,1.0153,61.25,41.9,-0.2324,-0.0467,0.3801,-0.0467,-0.2324,0.3723,0.3801,0.3723
19:35:04.338,cell phone,0.7094,8.01,15.96,-0.1109,-0.1106,-0.0308,-0.1106,-0.1109,0.049,-0.0308,0.049
19:35:04.339,person,1.0208,60.94,42.66,-0.2305,-0.0522,0.3789,-0.0522,-0.2305,0.3743,0.3789,0.3743
19:35:04.339,person,1.0752,89.26,72.91,-0.7097,-0.3359,0.1829,-0.3359,-0.7097,0.3931,0.1829,0.3931
19:35:04.674,cell phone,0.7573,8.4,17.51,-0.1152,-0.1165,-0.0313,-0.1165,-0.1152,0.0586,-0.0313,0.0586
19:35:04.674,person,1.0345,62.08,42.05,-0.2336,-0.0411,0.3872,-0.0411,-0.2336,0.3793,0.3872,0.3793
19:35:05.005,cell phone,0.7124,8.05,16.4,-0.1084,-0.1118,-0.0279,-0.1118,-0.1084,0.0522,-0.0279,0.0522
19:35:05.006,person,1.0409,62.57,42.41,-0.2372,-0.0425,0.3885,-0.0425,-0.2372,0.3817,0.3885,0.3817
19:35:05.006,person,0.9814,76.69,66.75,-0.6477,-0.3077,0.1192,-0.3077,-0.6477,0.3599,0.1192,0.3599
19:35:05.336,person,0.879,64.05,59.43,-0.5802,-0.2728,0.0603,-0.2728,-0.5802,0.3214,0.0603,0.3214
19:35:05.336,cell phone,0.7173,8.18,16.66,-0.127,-0.1103,-0.0452,-0.1103,-0.127,0.0563,-0.0452,0.0563
19:35:05.337,person,1.0488,65.11,41.43,-0.2629,-0.0297,0.3882,-0.0297,-0.2629,0.3846,0.3882,0.3846
19:35:05.673,cell phone,0.6467,6.84,15.22,-0.1366,-0.0968,-0.0683,-0.0968,-0.1366,0.0554,-0.0683,0.0554
19:35:05.674,person,1.0578,67.53,38.72,-0.2849,0.0007,0.3905,0.0007,-0.2849,0.3879,0.3905,0.3879
19:35:06.003,person,1.0231,53.12,36.6,-0.1578,0.0081,0.3734,0.0081,-0.1578,0.3741,0.3734,0.3741
19:35:06.004,cell phone,0.6425,6.99,14.52,-0.1564,-0.0908,-0.0865,-0.0908,-0.1564,0.0544,-0.0865,0.0544
19:35:06.004,person,0.4614,25.63,31.19,-0.3045,-0.1432,-0.0482,-0.1432,-0.3045,0.1687,-0.0482,0.1687
19:35:06.346,person,1.0151,53.13,36.31,-0.1618,0.0102,0.3694,0.0102,-0.1618,0.3733,0.3694,0.3733
19:35:06.346,cell phone,0.754,8.36,16.96,-0.196,-0.1027,-0.1124,-0.1027,-0.196,0.067,-0.1124,0.067
19:35:06.346,person,0.4757,25.98,32.61,-0.314,-0.1521,-0.0542,-0.1521,-0.314,0.174,-0.0542,0.174
19:35:06.666,person,1.0198,52.53,36.37,-0.1563,0.0102,0.369,0.0102,-0.1563,0.3739,0.369,0.3739
19:35:06.666,person,0.4636,25.32,31.82,-0.306,-0.1482,-0.0528,-0.1482,-0.306,0.17,-0.0528,0.17
19:35:06.667,cell phone,0.739,8.04,16.63,-0.1913,-0.0999,-0.1109,-0.0999,-0.1913,0.0664,-0.1109,0.0664
19:35:07.004,cell phone,0.5776,6.23,13.48,-0.1256,-0.0763,-0.0634,-0.0763,-0.1256,0.0585,-0.0634,0.0585
19:35:07.004,person,1.0231,64.47,37.55,-0.2692,0.0007,0.3755,0.0007,-0.2692,0.3762,0.3755,0.3762
19:35:07.338,person,1.035,61.57,38.63,-0.2358,-0.0068,0.3799,-0.0068,-0.2358,0.3795,0.3799,0.3795
19:35:07.339,cell phone,0.7138,8.29,16.65,-0.119,-0.0905,-0.0361,-0.0905,-0.119,0.076,-0.0361,0.076
19:35:07.670,person,1.0415,60.88,38.01,-0.22,0.0029,0.3888,0.0029,-0.22,0.383,0.3888,0.383
19:35:07.671,cell phone,0.6928,9.19,16.67,-0.0968,-0.0793,-0.0049,-0.0793,-0.0968,0.0874,-0.0049,0.0874
19:35:08.003,person,1.0439,57.78,37.34,-0.1935,0.0094,0.3843,0.0094,-0.1935,0.3828,0.3843,0.3828
19:35:08.003,cell phone,0.6942,9.86,16.99,-0.092,-0.0622,0.0066,-0.0622,-0.092,0.1077,0.0066,0.1077
19:35:08.338,person,1.001,49.69,35.91,-0.1274,0.0069,0.3695,0.0069,-0.1274,0.366,0.3695,0.366
19:35:08.338,cell phone,0.6486,8.74,15.87,-0.0792,-0.0144,0.0082,-0.0144,-0.0792,0.1444,0.0082,0.1444
19:35:08.671,person,1.0392,48.04,37.28,-0.0968,0.0072,0.3836,0.0072,-0.0968,0.38,0.3836,0.38
19:35:09.003,person,1.0527,47.9,37.77,-0.0915,0.0084,0.3875,0.0084,-0.0915,0.386,0.3875,0.386
19:35:09.003,cell phone,0.4264,5.26,10.35,-0.0574,0.0281,-0.0048,0.0281,-0.0574,0.1316,-0.0048,0.1316
19:35:09.339,person,1.0471,47.53,37.46,-0.0888,0.0083,0.3865,0.0083,-0.0888,0.3829,0.3865,0.3829
19:35:09.339,cell phone,0.4732,5.84,11.38,-0.0632,0.0312,-0.0048,0.0312,-0.0632,0.1451,-0.0048,0.1451
19:35:09.670,person,1.0731,44.04,38.39,-0.0443,0.0085,0.3961,0.0085,-0.0443,0.3924,0.3961,0.3924
19:35:09.671,cell phone,0.4716,5.87,11.39,-0.0649,0.0336,-0.0063,0.0336,-0.0649,0.1475,-0.0063,0.1475
19:35:10.005,person,1.0476,47.23,37.58,-0.0878,0.0083,0.3845,0.0083,-0.0878,0.3841,0.3845,0.3841
19:35:10.005,cell phone,0.4515,5.61,10.91,-0.0626,0.0317,-0.0065,0.0317,-0.0626,0.1407,-0.0065,0.1407
19:35:10.335,person,0.9755,52.07,37.52,-0.1616,-0.0175,0.3591,-0.0175,-0.1616,0.3577,0.3591,0.3577
19:35:10.670,person,0.8225,42.88,38.63,-0.138,-0.0847,0.2908,-0.0847,-0.138,0.3016,0.2908,0.3016
19:35:11.006,person,0.8247,46.92,43.18,-0.1751,-0.1286,0.2942,-0.1286,-0.1751,0.3033,0.2942,0.3033
19:35:11.006,person,0.4162,16.39,27.66,-0.2747,-0.1244,-0.1108,-0.1244,-0.2747,0.1522,-0.1108,0.1522
19:35:11.339,person,0.8039,48.24,43.59,-0.1882,-0.1403,0.2942,-0.1403,-0.1882,0.2956,0.2942,0.2956
19:35:11.339,person,0.4168,16.33,27.66,-0.2751,-0.1246,-0.1118,-0.1246,-0.2751,0.152,-0.1118,0.152
19:35:11.671,person,0.7192,43.83,39.37,-0.1728,-0.13,0.2655,-0.13,-0.1728,0.2637,0.2655,0.2637
19:35:11.672,tv,1.6172,39.05,30.52,-0.3232,-0.5925,0.0673,-0.5925,-0.3232,-0.2873,0.0673,-0.2873
19:35:12.006,person,0.7573,45.21,41.14,-0.1851,-0.1338,0.267,-0.1338,-0.1851,0.2777,0.267,0.2777
19:35:12.338,person,0.808,47.4,43.73,-0.1891,-0.1402,0.2849,-0.1402,-0.1891,0.2971,0.2849,0.2971
19:35:12.339,person,0.3942,15.48,26.16,-0.2602,-0.1174,-0.1053,-0.1174,-0.2602,0.1441,-0.1053,0.1441
19:35:12.671,person,0.8495,49.48,46.16,-0.1821,-0.1492,0.3127,-0.1492,-0.1821,0.3124,0.3127,0.3124
19:35:13.004,cell phone,0.4425,9.63,17.25,-0.1265,-0.0231,-0.0302,-0.0231,-0.1265,0.1494,-0.0302,0.1494
19:35:13.004,person,0.9089,67.73,50.51,-0.323,-0.1709,0.3543,-0.1709,-0.323,0.3342,0.3543,0.3342
19:35:13.005,person,0.4366,17.06,28.97,-0.2881,-0.1301,-0.1176,-0.1301,-0.2881,0.1596,-0.1176,0.1596
19:35:13.347,cell phone,0.4972,10.61,19.02,-0.1298,-0.0414,-0.0236,-0.0414,-0.1298,0.1488,-0.0236,0.1488
19:35:13.347,person,0.9162,66.18,51.87,-0.298,-0.1799,0.3638,-0.1799,-0.298,0.3388,0.3638,0.3388
19:35:13.347,tv,1.5768,36.61,26.81,-0.3135,-0.5646,0.0525,-0.5646,-0.3135,-0.2965,0.0525,-0.2965
19:35:13.670,cell phone,0.5093,10.45,19.22,-0.1303,-0.0424,-0.0258,-0.0424,-0.1303,0.1498,-0.0258,0.1498
19:35:13.670,person,0.8674,61.85,48.75,-0.2731,-0.1685,0.3453,-0.1685,-0.2731,0.319,0.3453,0.319
19:35:14.003,cell phone,0.5389,11.67,19.95,-0.1418,-0.0443,-0.025,-0.0443,-0.1418,0.1551,-0.025,0.1551
19:35:14.003,person,0.8597,61.3,48.22,-0.2743,-0.1661,0.3387,-0.1661,-0.2743,0.3161,0.3387,0.3161
19:35:14.004,tv,1.5703,36.62,27.68,-0.3122,-0.5704,0.054,-0.5704,-0.3122,-0.2936,0.054,-0.2936
19:35:14.347,cell phone,0.5617,12.92,21.26,-0.1431,-0.0468,-0.0139,-0.0468,-0.1431,0.1658,-0.0139,0.1658
19:35:14.347,person,0.8481,59.77,47.49,-0.2662,-0.1639,0.3315,-0.1639,-0.2662,0.311,0.3315,0.311
19:35:14.347,tv,1.5755,36.9,26.46,-0.3132,-0.5609,0.0558,-0.5609,-0.3132,-0.2962,0.0558,-0.2962
19:35:14.677,cell phone,0.5456,12.72,20.42,-0.1379,-0.0432,-0.0107,-0.0432,-0.1379,0.161,-0.0107,0.161
19:35:14.678,person,0.8587,61.05,48.26,-0.2722,-0.1668,0.3383,-0.1668,-0.2722,0.3158,0.3383,0.3158
19:35:14.678,tv,1.5798,36.51,27.52,-0.3141,-0.5722,0.051,-0.5722,-0.3141,-0.297,0.051,-0.297
19:35:14.678,person,0.4515,19.04,30.05,-0.298,-0.135,-0.1075,-0.135,-0.298,0.1655,-0.1075,0.1655
19:35:15.002,cell phone,0.5675,12.17,20.65,-0.1487,-0.0455,-0.027,-0.0455,-0.1487,0.161,-0.027,0.161
19:35:15.003,person,0.8635,61.04,48.35,-0.271,-0.1677,0.3393,-0.1677,-0.271,0.3157,0.3393,0.3157
19:35:15.337,cell phone,0.5605,11.5,20.34,-0.1469,-0.0455,-0.0319,-0.0455,-0.1469,0.1579,-0.0319,0.1579
19:35:15.338,person,0.8489,60.18,47.62,-0.2673,-0.1649,0.3345,-0.1649,-0.2673,0.3113,0.3345,0.3113
19:35:15.338,tv,1.5684,36.25,27.32,-0.3118,-0.5665,0.0506,-0.5665,-0.3118,-0.2933,0.0506,-0.2933
19:35:15.674,cell phone,0.575,11.5,20.45,-0.1495,-0.0473,-0.0345,-0.0473,-0.1495,0.1572,-0.0345,0.1572
19:35:15.674,person,0.849,60.28,46.75,-0.2647,-0.1561,0.338,-0.1561,-0.2647,0.3113,0.338,0.3113
19:35:16.002,cell phone,0.5421,9.95,19.73,-0.1533,-0.0429,-0.0539,-0.0429,-0.1533,0.1544,-0.0539,0.1544
19:35:16.002,person,0.8729,64.78,48.87,-0.2984,-0.1687,0.3494,-0.1687,-0.2984,0.3201,0.3494,0.3201
19:35:16.003,tv,1.5904,37.09,28.2,-0.3162,-0.5761,0.0547,-0.5761,-0.3162,-0.2941,0.0547,-0.2941
19:35:16.338,cell phone,0.5409,10.37,19.29,-0.1636,-0.0445,-0.0599,-0.0445,-0.1636,0.1484,-0.0599,0.1484
19:35:16.339,person,0.8732,64.17,48.89,-0.2931,-0.1687,0.3486,-0.1687,-0.2931,0.3202,0.3486,0.3202
19:35:16.339,tv,1.5705,36.13,26.38,-0.3106,-0.5575,0.0507,-0.5575,-0.3106,-0.2937,0.0507,-0.2937
19:35:16.673,cell phone,0.5008,10.28,18.12,-0.1671,-0.0417,-0.0643,-0.0417,-0.1671,0.1395,-0.0643,0.1395
19:35:16.674,person,0.9093,69.18,51.01,-0.3241,-0.1766,0.3677,-0.1766,-0.3241,0.3334,0.3677,0.3334
19:35:16.674,tv,1.586,36.65,27.46,-0.3153,-0.5712,0.0512,-0.5712,-0.3153,-0.2966,0.0512,-0.2966
19:35:17.014,cell phone,0.5427,10.35,19.81,-0.1709,-0.048,-0.0674,-0.048,-0.1709,0.1501,-0.0674,0.1501
19:35:17.014,person,0.908,69.54,50.93,-0.3245,-0.1754,0.3709,-0.1754,-0.3245,0.3339,0.3709,0.3339
19:35:17.015,tv,1.5885,36.71,28.33,-0.3158,-0.577,0.0513,-0.577,-0.3158,-0.2937,0.0513,-0.2937
